row,cell,Cell_Label,Z_Height_mm,RPM,Rotational_Drag,CV,R2,Trend_Slope,Second_derivative,Hit_Point_Confidence,Hit_Detected,Hit_Reasons
1,5,5kcP_bluesil,-65.96,9,6.524444,0.309825,0.684592,-12.988889,-361.111111,1,TRUE,hit_2nd_deriv_drag (-361.1111); hit_2nd_deriv_slope (13819.4444); hit_r2_drag (Rｲ=0.6846); hit_r2_cv (Rｲ=0.3098); hit_r2_slope (Rｲ=0.3545)
1,6,8kcP,-65.5,5.6,4.696429,0,0,0,0,0,FALSE,insufficient_data
1,6,8kcP,-65.52,5.6,4.803571,0,0,0,0,0,FALSE,insufficient_data
1,6,8kcP,-65.54,5.6,4.892857,0,0,0,0,0,FALSE,insufficient_data
1,6,8kcP,-65.56,5.6,4.985714,0,0,0,0,0,FALSE,insufficient_data
1,6,8kcP,-65.58,5.6,5.076786,0,0,0,0,0,FALSE,insufficient_data
1,6,8kcP,-65.6,5.6,5.183929,0,0,0,0,0,FALSE,insufficient_data
1,6,8kcP,-65.62,5.6,5.289286,0,0,0,0,0,FALSE,insufficient_data
1,6,8kcP,-65.64,5.6,5.408929,0,0.997903,-5.294643,35.714286,0,FALSE,
1,6,8kcP,-65.66,5.6,5.519643,0.827342,0.999514,-5.553571,-22.321429,0.2,FALSE,hit_r2_cv (R�=0.8273)
1,6,8kcP,-65.68,5.6,5.648214,0.985508,0.998978,-5.794643,44.642857,0.2,FALSE,hit_r2_slope (R�=0.8960)
1,6,8kcP,-65.7,5.6,5.767857,0.943738,0.999555,-5.982143,-22.321429,0.4,FALSE,hit_r2_cv (R�=0.9437); hit_r2_slope (R�=0.8999)
1,6,8kcP,-65.72,5.6,5.914286,0.981578,0.997842,-6.294643,66.964286,0.2,FALSE,hit_r2_slope (R�=0.8435)
1,6,8kcP,-65.74,5.6,6.060714,0.931685,0.998118,-6.741071,0,0.4,FALSE,hit_r2_cv (R�=0.9317); hit_r2_slope (R�=0.8629)
1,6,8kcP,-65.76,5.6,6.217857,0.955323,0.997822,-7.160714,26.785714,0.4,FALSE,hit_r2_cv (R�=0.9553); hit_r2_slope (R�=0.8957)
1,6,8kcP,-65.78,5.6,6.378571,0.996041,0.999501,-7.625,8.928571,0.2,FALSE,hit_r2_slope (R�=0.8867)
1,6,8kcP,-65.8,5.6,6.5625,0.998284,0.998212,-8.071429,58.035714,0.2,FALSE,hit_r2_slope (R�=0.8947)
1,6,8kcP,-65.82,5.6,6.730357,0.984333,0.999188,-8.419643,-40.178571,0.2,FALSE,hit_r2_slope (R�=0.8999)
1,6,8kcP,-65.84,5.6,6.944643,0.983413,0.997569,-9.026786,116.071429,0.2,FALSE,hit_r2_slope (R�=0.8372)
