row,cell,Cell_Label,Z_Height_mm,RPM,Rotational_Drag,CV,R2,Trend_Slope,Second_derivative,Hit_Point_Confidence,Hit_Detected,Hit_Reasons
1,6,8kcP,-65.86,5.6,7.126786,0.974488,0.998751,-9.392857,-80.357143,0.4,FALSE,hit_r2_cv (R�=0.9745); hit_r2_slope (R�=0.8965)
1,6,8kcP,-65.88,5.6,7.369643,0.970198,0.99647,-10.053571,151.785714,0.4,FALSE,hit_r2_cv (R�=0.9702); hit_r2_slope (R�=0.8322)
1,6,8kcP,-65.9,5.6,7.576786,0.978809,0.998515,-10.589286,-89.285714,0.2,FALSE,hit_r2_slope (R�=0.8995)
1,6,8kcP,-65.92,5.6,7.835714,0.979936,0.997032,-11.160714,129.464286,0.2,FALSE,hit_r2_slope (R�=0.8892)
1,6,8kcP,-65.94,5.6,8.098214,0.980433,0.998263,-12.044643,8.928571,0.2,FALSE,hit_r2_slope (R�=0.8533)
1,6,8kcP,-65.96,5.6,8.396429,0.975092,0.996122,-12.875,89.285714,0.2,FALSE,hit_r2_slope (R�=0.8957)
1,6,8kcP,-65.98,5.6,8.694643,0.984708,0.998723,-13.982143,0,0.2,FALSE,hit_r2_slope (R�=0.8705)
1,6,8kcP,-66,5.6,9.053571,0.995323,0.996907,-15.160714,151.785714,0.2,FALSE,hit_r2_slope (R�=0.8893)
1,6,8kcP,-66.02,5.6,9.405357,0.996586,0.997898,-16.357143,-17.857143,0.2,FALSE,hit_r2_slope (R�=0.8921)
1,6,8kcP,-66.04,5.6,9.878571,0.975749,0.993149,-18.375,303.571429,0.8,TRUE,hit_2nd_deriv_drag (303.5714); hit_2nd_deriv_cv (5.8124); hit_2nd_deriv_slope (-5044.6429); hit_r2_slope (R�=0.8418)
1,6,8kcP,-66.06,5.6,10.855357,0.752058,0.943515,-25.732143,1258.928571,1,TRUE,hit_2nd_deriv_drag (1258.9286); hit_2nd_deriv_cv (41.2217); hit_2nd_deriv_slope (-18392.8571); hit_r2_drag (R�=0.9435); hit_r2_cv (R�=0.7521); hit_r2_slope (R�=0.7181)
1,6,8kcP,-66.08,5.6,11.210714,0.885575,0.96901,-28.821429,-1553.571429,1,TRUE,hit_2nd_deriv_drag (-1553.5714); hit_2nd_deriv_cv (-42.2971); hit_2nd_deriv_slope (-7723.2143); hit_r2_drag (R�=0.9690); hit_r2_cv (R�=0.8856); hit_r2_slope (R�=0.8792)
2,7,10kcP_siltech,-65.5,4.2,4.795238,0,0,0,0,0,FALSE,insufficient_data
2,7,10kcP_siltech,-65.52,4.2,5.3,0,0,0,0,0,FALSE,insufficient_data
2,7,10kcP_siltech,-65.54,4.2,5.480952,0,0,0,0,0,FALSE,insufficient_data
2,7,10kcP_siltech,-65.56,4.2,5.671429,0,0,0,0,0,FALSE,insufficient_data
2,7,10kcP_siltech,-65.58,4.2,5.835714,0,0,0,0,0,FALSE,insufficient_data
2,7,10kcP_siltech,-65.6,4.2,6.019048,0,0,0,0,0,FALSE,insufficient_data
2,7,10kcP_siltech,-65.62,4.2,6.17619,0,0,0,0,0,FALSE,insufficient_data
2,7,10kcP_siltech,-65.64,4.2,6.352381,0,0.999595,-8.511905,47.619048,0,FALSE,
2,7,10kcP_siltech,-65.66,4.2,6.514286,0.696013,0.9995,-8.452381,-35.714286,0.2,FALSE,hit_r2_cv (Rｲ=0.6960)
2,7,10kcP_siltech,-65.68,4.2,6.692857,0.969492,0.999585,-8.428571,41.666667,0.4,FALSE,hit_r2_cv (Rｲ=0.9695); hit_r2_slope (Rｲ=0.8762)
2,7,10kcP_siltech,-65.7,4.2,6.859524,0.952215,0.999823,-8.535714,-29.761905,0.4,FALSE,hit_r2_cv (Rｲ=0.9522); hit_r2_slope (Rｲ=0.2609)
2,7,10kcP_siltech,-65.72,4.2,7.061905,0.824617,0.998525,-8.821429,89.285714,0.4,FALSE,hit_r2_cv (Rｲ=0.8246); hit_r2_slope (Rｲ=0.7697)
2,7,10kcP_siltech,-65.74,4.2,7.230952,0.640936,0.9992,-9.011905,-83.333333,0.6,FALSE,hit_2nd_deriv_cv (-1.0820); hit_r2_cv (Rｲ=0.6409); hit_r2_slope (Rｲ=0.8989)
2,7,10kcP_siltech,-65.76,4.2,7.438095,0.073421,0.99872,-9.309524,95.238095,0.4,FALSE,hit_r2_cv (Rｲ=0.0734); hit_r2_slope (Rｲ=0.8520)
2,7,10kcP_siltech,-65.78,4.2,7.62619,0.456196,0.999279,-9.547619,-47.619048,0.4,FALSE,hit_r2_cv (Rｲ=0.4562); hit_r2_slope (Rｲ=0.8997)
2,7,10kcP_siltech,-65.8,4.2,7.847619,0.373806,0.998198,-9.833333,83.333333,0.4,FALSE,hit_r2_cv (Rｲ=0.3738); hit_r2_slope (Rｲ=0.8804)
2,7,10kcP_siltech,-65.82,4.2,8.069048,0.654273,0.999047,-10.428571,0,0.4,FALSE,hit_r2_cv (Rｲ=0.6543); hit_r2_slope (Rｲ=0.8103)
2,7,10kcP_siltech,-65.84,4.2,8.304762,0.821932,0.998489,-10.880952,35.714286,0.6,FALSE,hit_2nd_deriv_cv (-1.5443); hit_r2_cv (Rｲ=0.8219); hit_r2_slope (Rｲ=0.9000)
2,7,10kcP_siltech,-65.86,4.2,8.545238,0.959261,0.999608,-11.47619,11.904762,0.4,FALSE,hit_r2_cv (Rｲ=0.9593); hit_r2_slope (Rｲ=0.8718)
2,7,10kcP_siltech,-65.88,4.2,8.82381,0.990155,0.998146,-12.142857,95.238095,0.2,FALSE,hit_r2_slope (Rｲ=0.8859)
2,7,10kcP_siltech,-65.9,4.2,9.085714,0.990541,0.998863,-12.761905,-41.666667,0.2,FALSE,hit_r2_slope (Rｲ=0.8961)
2,7,10kcP_siltech,-65.92,4.2,9.409524,0.978236,0.99747,-13.75,154.761905,0.4,FALSE,hit_2nd_deriv_slope (-2470.2381); hit_r2_slope (Rｲ=0.8493)
2,7,10kcP_siltech,-65.94,4.2,9.709524,0.984593,0.998619,-14.571429,-59.52381,0.6,FALSE,hit_2nd_deriv_cv (-1.8729); hit_2nd_deriv_slope (-2053.5714); hit_r2_slope (Rｲ=0.8991)
2,7,10kcP_siltech,-65.96,4.2,10.083333,0.984459,0.996618,-15.714286,184.52381,0.4,FALSE,hit_2nd_deriv_slope (-2857.1429); hit_r2_slope (Rｲ=0.8659)
2,7,10kcP_siltech,-65.98,4.2,10.433333,0.995181,0.99852,-16.845238,-59.52381,0.4,FALSE,hit_2nd_deriv_slope (-2827.3810); hit_r2_slope (Rｲ=0.8934)
2,7,10kcP_siltech,-66,4.2,10.857143,0.994635,0.996862,-18.095238,184.52381,0.4,FALSE,hit_2nd_deriv_slope (-3125.0000); hit_r2_slope (Rｲ=0.8868)
2,7,10kcP_siltech,-66.02,4.2,11.288095,0.996558,0.998057,-19.654762,17.857143,0.4,FALSE,hit_2nd_deriv_slope (-3898.8095); hit_r2_slope (Rｲ=0.8770)
2,7,10kcP_siltech,-66.04,4.2,11.795238,0.991608,0.995842,-21.392857,190.47619,0.4,FALSE,hit_2nd_deriv_slope (-4345.2381); hit_r2_slope (Rｲ=0.8862)
2,7,10kcP_siltech,-66.06,4.2,12.328571,0.987604,0.997117,-23.642857,65.47619,0.4,FALSE,hit_2nd_deriv_slope (-5625.0000); hit_r2_slope (Rｲ=0.8735)
2,7,10kcP_siltech,-66.08,4.2,12.964286,0.98871,0.995007,-26.27381,255.952381,0.4,FALSE,hit_2nd_deriv_slope (-6577.3810); hit_r2_slope (Rｲ=0.8826)
2,7,10kcP_siltech,-66.1,4.2,13.614286,0.994848,0.996718,-29.107143,35.714286,0.4,FALSE,hit_2nd_deriv_slope (-7083.3333); hit_r2_slope (Rｲ=0.8886)
2,7,10kcP_siltech,-66.12,4.2,14.795238,0.893072,0.973217,-36.428571,1327.380952,1,TRUE,hit_2nd_deriv_drag (1327.3810); hit_2nd_deriv_cv (23.9815); hit_2nd_deriv_slope (-18303.5714); hit_r2_drag (Rｲ=0.9732); hit_r2_cv (Rｲ=0.8931); hit_r2_slope (Rｲ=0.7750)
2,7,10kcP_siltech,-66.14,4.2,15.8,0.933534,0.982131,-43.869048,-440.47619,1,TRUE,hit_2nd_deriv_drag (-440.4762); hit_2nd_deriv_cv (-7.1938); hit_2nd_deriv_slope (-18601.1905); hit_r2_cv (Rｲ=0.9335); hit_r2_slope (Rｲ=0.8920)
2,7,10kcP_siltech,-66.16,4.2,16.209524,0.820274,0.979332,-43.380952,-1488.095238,0.8,TRUE,hit_2nd_deriv_drag (-1488.0952); hit_2nd_deriv_cv (-39.8328); hit_r2_cv (Rｲ=0.8203); hit_r2_slope (Rｲ=0.7151)
2,8,12.5kcP,-65.5,3.5,8.517143,0,0,0,0,0,FALSE,insufficient_data
2,8,12.5kcP,-65.52,3.5,8.668571,0,0,0,0,0,FALSE,insufficient_data
2,8,12.5kcP,-65.54,3.5,8.794286,0,0,0,0,0,FALSE,insufficient_data
2,8,12.5kcP,-65.56,3.5,8.96,0,0,0,0,0,FALSE,insufficient_data
2,8,12.5kcP,-65.58,3.5,9.117143,0,0,0,0,0,FALSE,insufficient_data
2,8,12.5kcP,-65.6,3.5,9.311429,0,0,0,0,0,FALSE,insufficient_data
2,8,12.5kcP,-65.62,3.5,9.488571,0,0,0,0,0,FALSE,insufficient_data
2,8,12.5kcP,-65.64,3.5,9.717143,0,0.996176,-9.428571,128.571429,0,FALSE,
2,8,12.5kcP,-65.66,3.5,9.94,0.997491,0.997438,-10.257143,-14.285714,0,FALSE,
2,8,12.5kcP,-65.68,3.5,10.202857,0.997325,0.99576,-11.171429,100,0.2,FALSE,hit_r2_slope (R�=0.8869)
2,8,12.5kcP,-65.7,3.5,10.448571,0.999109,0.999036,-12.028571,-42.857143,0.2,FALSE,hit_r2_slope (R�=0.8958)
2,8,12.5kcP,-65.72,3.5,10.751429,0.997449,0.997396,-12.885714,142.857143,0.2,FALSE,hit_r2_slope (R�=0.8929)
2,8,12.5kcP,-65.74,3.5,11.04,0.99527,0.998485,-13.742857,-35.714286,0.2,FALSE,hit_r2_slope (R�=0.8929)
2,8,12.5kcP,-65.76,3.5,11.374286,0.999031,0.997504,-14.671429,114.285714,0.2,FALSE,hit_r2_slope (R�=0.8882)
2,8,12.5kcP,-65.78,3.5,11.697143,0.999148,0.999259,-15.6,-28.571429,0.2,FALSE,hit_r2_slope (R�=0.8929)
2,8,12.5kcP,-65.8,3.5,12.082857,0.999647,0.997588,-16.6,157.142857,0.2,FALSE,hit_r2_slope (R�=0.8886)
2,8,12.5kcP,-65.82,3.5,12.465714,0.998107,0.998333,-17.8,-7.142857,0.2,FALSE,hit_r2_slope (R�=0.8804)
2,8,12.5kcP,-65.84,3.5,12.914286,0.989926,0.996856,-19.242857,164.285714,0.2,FALSE,hit_r2_slope (R�=0.8803)
2,8,12.5kcP,-65.86,3.5,13.374286,0.988756,0.997997,-20.928571,28.571429,0.2,FALSE,hit_r2_slope (R�=0.8826)
2,8,12.5kcP,-65.88,3.5,13.908571,0.994138,0.996521,-22.8,185.714286,0.2,FALSE,hit_r2_slope (R�=0.8865)
2,8,12.5kcP,-65.9,3.5,14.465714,0.99699,0.997494,-24.971429,57.142857,0.2,FALSE,hit_r2_slope (R�=0.8832)
2,8,12.5kcP,-65.92,3.5,15.117143,0.996552,0.99604,-27.485714,235.714286,0.2,FALSE,hit_r2_slope (R�=0.8834)
2,8,12.5kcP,-65.94,3.5,15.805714,0.996567,0.996796,-30.357143,92.857143,0.2,FALSE,hit_r2_slope (R�=0.8844)
2,8,12.5kcP,-65.96,3.5,16.691429,0.982095,0.992474,-34.528571,492.857143,0.6,FALSE,hit_2nd_deriv_drag (492.8571); hit_2nd_deriv_cv (4.9426); hit_r2_slope (R�=0.8610)
2,8,12.5kcP,-65.98,3.5,19.182857,0.714646,0.900301,-55.042857,4014.285714,1,TRUE,hit_2nd_deriv_drag (4014.2857); hit_2nd_deriv_cv (77.7970); hit_2nd_deriv_slope (-51285.7143); hit_r2_drag (R�=0.9003); hit_r2_cv (R�=0.7146); hit_r2_slope (R�=0.6730)
2,8,12.5kcP,-66,3.5,18.24,0.730097,0.814499,-48.114286,-8585.714286,1,TRUE,hit_2nd_deriv_drag (-8585.7143); hit_2nd_deriv_cv (-121.8642); hit_2nd_deriv_slope (17321.4286); hit_r2_drag (R�=0.8145); hit_r2_cv (R�=0.7301); hit_r2_slope (R�=0.5292)
2,8,12.5kcP,-66.02,3.5,20.04,0.507392,0.826191,-50.085714,6857.142857,1,TRUE,hit_2nd_deriv_drag (6857.1429); hit_2nd_deriv_cv (25.6418); hit_r2_drag (R�=0.8262); hit_r2_cv (R�=0.5074); hit_r2_slope (R�=0.5698)
2,9,15kcP_sdl5,-65.5,2.6,11.115385,0,0,0,0,0,FALSE,insufficient_data
2,9,15kcP_sdl5,-65.52,2.6,11.669231,0,0,0,0,0,FALSE,insufficient_data
2,9,15kcP_sdl5,-65.54,2.6,12.146154,0,0,0,0,0,FALSE,insufficient_data
2,9,15kcP_sdl5,-65.56,2.6,12.619231,0,0,0,0,0,FALSE,insufficient_data
2,9,15kcP_sdl5,-65.58,2.6,13.030769,0,0,0,0,0,FALSE,insufficient_data
2,9,15kcP_sdl5,-65.6,2.6,13.488462,0,0,0,0,0,FALSE,insufficient_data
2,9,15kcP_sdl5,-65.62,2.6,13.965385,0,0,0,0,0,FALSE,insufficient_data
2,9,15kcP_sdl5,-65.64,2.6,14.469231,0,0.998595,-23.173077,67.307692,0,FALSE,
2,9,15kcP_sdl5,-65.66,2.6,14.934615,0.73855,0.999766,-23.942308,-96.153846,0.2,FALSE,hit_r2_cv (Rｲ=0.7385)
2,9,15kcP_sdl5,-65.68,2.6,15.446154,0.798954,0.999821,-24.423077,115.384615,0.4,FALSE,hit_r2_cv (Rｲ=0.7990); hit_r2_slope (Rｲ=0.8975)
2,9,15kcP_sdl5,-65.7,2.6,15.938462,0.859802,0.999836,-24.615385,-48.076923,0.4,FALSE,hit_r2_cv (Rｲ=0.8598); hit_r2_slope (Rｲ=0.8762)
2,9,15kcP_sdl5,-65.72,2.6,16.534615,0.80927,0.998094,-25.673077,259.615385,0.4,FALSE,hit_r2_cv (Rｲ=0.8093); hit_r2_slope (Rｲ=0.6577)
2,9,15kcP_sdl5,-65.74,2.6,17.088462,0.21606,0.998756,-26.980769,-105.769231,0.4,FALSE,hit_r2_cv (Rｲ=0.2161); hit_r2_slope (Rｲ=0.8778)
2,9,15kcP_sdl5,-65.76,2.6,17.684615,0.223153,0.999024,-28.134615,105.769231,0.4,FALSE,hit_r2_cv (Rｲ=0.2232); hit_r2_slope (Rｲ=0.8978)
2,9,15kcP_sdl5,-65.78,2.6,18.211538,0.332934,0.999605,-28.480769,-173.076923,0.4,FALSE,hit_r2_cv (Rｲ=0.3329); hit_r2_slope (Rｲ=0.8571)
2,9,15kcP_sdl5,-65.8,2.6,18.623077,0.440322,0.995926,-26.5,-288.461538,0.4,FALSE,hit_r2_cv (Rｲ=0.4403); hit_r2_slope (Rｲ=0.3125)
2,9,15kcP_sdl5,-65.82,2.6,18.834615,0.779789,0.971483,-22.153846,-500,0.8,TRUE,hit_2nd_deriv_slope (10865.3846); hit_r2_drag (Rｲ=0.9715); hit_r2_cv (Rｲ=0.7798); hit_r2_slope (Rｲ=0.8020)
2,9,15kcP_sdl5,-65.84,2.6,19.030769,0.922194,0.952303,-16.576923,-38.461538,0.8,TRUE,hit_2nd_deriv_slope (13942.3077); hit_r2_drag (Rｲ=0.9523); hit_r2_cv (Rｲ=0.9222); hit_r2_slope (Rｲ=0.8743)
2,9,15kcP_sdl5,-65.86,2.6,19.146154,0.986804,0.947559,-11.384615,-201.923077,0.6,FALSE,hit_2nd_deriv_slope (12980.7692); hit_r2_drag (Rｲ=0.9476); hit_r2_slope (Rｲ=0.8960)
2,9,15kcP_sdl5,-65.88,2.6,19.334615,0.990204,0.991368,-8.673077,182.692308,0.2,FALSE,hit_r2_slope (Rｲ=0.8910)
2,9,15kcP_sdl5,-65.9,2.6,19.626923,0.87253,0.976305,-9.442308,259.615385,0.6,FALSE,hit_2nd_deriv_cv (14.4077); hit_r2_cv (Rｲ=0.8725); hit_r2_slope (Rｲ=0.5704)
2,9,15kcP_sdl5,-65.92,2.6,20.646154,0.006701,0.816901,-18.557692,1817.307692,1,TRUE,hit_2nd_deriv_drag (1817.3077); hit_2nd_deriv_cv (36.2583); hit_2nd_deriv_slope (-22788.4615); hit_r2_drag (Rｲ=0.8169); hit_r2_cv (Rｲ=0.0067); hit_r2_slope (Rｲ=0.5795)
2,9,15kcP_sdl5,-65.94,2.6,21.623077,0.694201,0.905651,-31.326923,-105.769231,0.8,TRUE,hit_2nd_deriv_slope (-31923.0769); hit_r2_drag (Rｲ=0.9057); hit_r2_cv (Rｲ=0.6942); hit_r2_slope (Rｲ=0.8652)
2,9,15kcP_sdl5,-65.96,2.6,22.842308,0.948897,0.967389,-45.057692,605.769231,0.8,TRUE,hit_2nd_deriv_slope (-34326.9231); hit_r2_drag (Rｲ=0.9674); hit_r2_cv (Rｲ=0.9489); hit_r2_slope (Rｲ=0.8887)
2,10,25kcP_sdl5,-65.5,2.2,19.936364,0,0,0,0,0,FALSE,insufficient_data
2,10,25kcP_sdl5,-65.52,2.2,20.618182,0,0,0,0,0,FALSE,insufficient_data
2,10,25kcP_sdl5,-65.54,2.2,21.227273,0,0,0,0,0,FALSE,insufficient_data
2,10,25kcP_sdl5,-65.56,2.2,22.177273,0,0,0,0,0,FALSE,insufficient_data
2,10,25kcP_sdl5,-65.58,2.2,23.077273,0,0,0,0,0,FALSE,insufficient_data
2,10,25kcP_sdl5,-65.6,2.2,24.240909,0,0,0,0,0,FALSE,insufficient_data
2,10,25kcP_sdl5,-65.62,2.2,25.354545,0,0,0,0,0,FALSE,insufficient_data
2,10,25kcP_sdl5,-65.64,2.2,26.318182,0,0.998371,-52.795455,-375,0,FALSE,
2,10,25kcP_sdl5,-65.66,2.2,26.554545,0.010507,0.960424,-45.159091,-1818.181818,0.4,FALSE,hit_r2_drag (Rｲ=0.9604); hit_r2_cv (Rｲ=0.0105)
2,10,25kcP_sdl5,-65.68,2.2,26.45,0.626378,0.811787,-28.090909,-852.272727,0.6,FALSE,hit_r2_drag (Rｲ=0.8118); hit_r2_cv (Rｲ=0.6264); hit_r2_slope (Rｲ=0.7990)
2,10,25kcP_sdl5,-65.7,2.2,26.268182,0.91911,0.416718,-9.795455,-193.181818,0.6,FALSE,hit_r2_drag (Rｲ=0.4167); hit_r2_cv (Rｲ=0.9191); hit_r2_slope (Rｲ=0.8889)
2,10,25kcP_sdl5,-65.72,2.2,26.122727,0.989603,0.413488,3.386364,90.909091,0.4,FALSE,hit_r2_drag (Rｲ=0.4135); hit_r2_slope (Rｲ=0.8999)
2,10,25kcP_sdl5,-65.74,2.2,26.136364,0.902883,0.925493,5.818182,397.727273,0.6,FALSE,hit_r2_drag (Rｲ=0.9255); hit_r2_cv (Rｲ=0.9029); hit_r2_slope (Rｲ=0.8256)
2,10,25kcP_sdl5,-65.76,2.2,26.354545,0.757508,0.131784,1.613636,511.363636,0.6,FALSE,hit_r2_drag (Rｲ=0.1318); hit_r2_cv (Rｲ=0.7575); hit_r2_slope (Rｲ=0.0095)
2,10,25kcP_sdl5,-65.78,2.2,26.345455,0.650287,0.302301,-1.931818,-568.181818,0.6,FALSE,hit_r2_drag (Rｲ=0.3023); hit_r2_cv (Rｲ=0.6503); hit_r2_slope (Rｲ=0.8989)
2,10,25kcP_sdl5,-65.8,2.2,26.331818,0.696773,0.708799,-3.136364,-11.363636,0.6,FALSE,hit_r2_drag (Rｲ=0.7088); hit_r2_cv (Rｲ=0.6968); hit_r2_slope (Rｲ=0.8656)
2,10,25kcP_sdl5,-65.82,2.2,26.322727,0.846735,0.36753,-1.75,11.363636,0.6,FALSE,hit_r2_drag (Rｲ=0.3675); hit_r2_cv (Rｲ=0.8467); hit_r2_slope (Rｲ=0.0364)
2,10,25kcP_sdl5,-65.84,2.2,26.295455,0.808975,0.949605,0.704545,-45.454545,0.6,FALSE,hit_r2_drag (Rｲ=0.9496); hit_r2_cv (Rｲ=0.8090); hit_r2_slope (Rｲ=0.8350)
2,10,25kcP_sdl5,-65.86,2.2,26.181818,0.574605,0.756501,1.818182,-215.909091,0.6,FALSE,hit_r2_drag (Rｲ=0.7565); hit_r2_cv (Rｲ=0.5746); hit_r2_slope (Rｲ=0.8837)
2,10,25kcP_sdl5,-65.88,2.2,26.204545,0.302496,0.811428,1.977273,340.909091,0.6,FALSE,hit_r2_drag (Rｲ=0.8114); hit_r2_cv (Rｲ=0.3025); hit_r2_slope (Rｲ=0.8113)
2,10,25kcP_sdl5,-65.9,2.2,26.218182,0.007343,0.602656,1.5,-22.727273,0.6,FALSE,hit_r2_drag (Rｲ=0.6027); hit_r2_cv (Rｲ=0.0073); hit_r2_slope (Rｲ=0.1500)
2,10,25kcP_sdl5,-65.92,2.2,26.236364,0.083855,0.090503,0.409091,11.363636,0.6,FALSE,hit_r2_drag (Rｲ=0.0905); hit_r2_cv (Rｲ=0.0839); hit_r2_slope (Rｲ=0.7953)
2,10,25kcP_sdl5,-65.94,2.2,26.254545,0.854418,0.995419,-0.886364,0,0.4,FALSE,hit_r2_cv (Rｲ=0.8544); hit_r2_slope (Rｲ=0.8813)
2,10,25kcP_sdl5,-65.96,2.2,26.168182,0.883111,0.030593,0.181818,-261.363636,0.6,FALSE,hit_r2_drag (Rｲ=0.0306); hit_r2_cv (Rｲ=0.8831); hit_r2_slope (Rｲ=0.1683)
2,10,25kcP_sdl5,-65.98,2.2,26.090909,0.000014,0.600691,1.613636,22.727273,0.6,FALSE,hit_r2_drag (Rｲ=0.6007); hit_r2_cv (Rｲ=0.0000); hit_r2_slope (Rｲ=0.8699)
2,10,25kcP_sdl5,-66,2.2,26.054545,0.651624,0.904788,2.636364,102.272727,0.6,FALSE,hit_r2_drag (Rｲ=0.9048); hit_r2_cv (Rｲ=0.6516); hit_r2_slope (Rｲ=0.8998)
2,10,25kcP_sdl5,-66.02,2.2,26.031818,0.931853,0.937825,2.795455,34.090909,0.6,FALSE,hit_r2_drag (Rｲ=0.9378); hit_r2_cv (Rｲ=0.9319); hit_r2_slope (Rｲ=0.8159)
2,10,25kcP_sdl5,-66.04,2.2,26.013636,0.307538,0.90772,1.840909,11.363636,0.6,FALSE,hit_r2_drag (Rｲ=0.9077); hit_r2_cv (Rｲ=0.3075); hit_r2_slope (Rｲ=0.3214)
2,10,25kcP_sdl5,-66.06,2.2,26.009091,0.378209,0.925503,1.022727,34.090909,0.6,FALSE,hit_r2_drag (Rｲ=0.9255); hit_r2_cv (Rｲ=0.3782); hit_r2_slope (Rｲ=0.8985)
2,10,25kcP_sdl5,-66.08,2.2,25.977273,0.900813,0.957809,0.886364,-68.181818,0.6,FALSE,hit_r2_drag (Rｲ=0.9578); hit_r2_cv (Rｲ=0.9008); hit_r2_slope (Rｲ=0.8197)
2,10,25kcP_sdl5,-66.1,2.2,18.318182,0.48513,0.505466,77.318182,-19068.18182,1,TRUE,hit_2nd_deriv_drag (-19068.1818); hit_2nd_deriv_cv (312.2220); hit_2nd_deriv_slope (191079.5455); hit_r2_drag (Rｲ=0.5055); hit_r2_cv (Rｲ=0.4851); hit_r2_slope (Rｲ=0.4982)
2,10,25kcP_sdl5,-66.12,2.2,18.004545,0.792518,0.761857,118.545455,18363.63636,1,TRUE,hit_2nd_deriv_drag (18363.6364); hit_2nd_deriv_cv (-206.0342); hit_r2_drag (Rｲ=0.7619); hit_r2_cv (Rｲ=0.7925); hit_r2_slope (Rｲ=0.8924)
2,10,25kcP_sdl5,-66.14,2.2,14.468182,0.935752,0.895389,155.272727,-8056.818182,0.8,TRUE,hit_2nd_deriv_drag (-8056.8182); hit_r2_drag (Rｲ=0.8954); hit_r2_cv (Rｲ=0.9358); hit_r2_slope (Rｲ=0.8975)
2,11,30kcP_bluesil,-65.5,1.7,22.141176,0,0,0,0,0,FALSE,insufficient_data
2,11,30kcP_bluesil,-65.52,1.7,23.194118,0,0,0,0,0,FALSE,insufficient_data
2,11,30kcP_bluesil,-65.54,1.7,23.941176,0,0,0,0,0,FALSE,insufficient_data
2,11,30kcP_bluesil,-65.56,1.7,25.158824,0,0,0,0,0,FALSE,insufficient_data
2,11,30kcP_bluesil,-65.58,1.7,26.088235,0,0,0,0,0,FALSE,insufficient_data
2,11,30kcP_bluesil,-65.6,1.7,27.270588,0,0,0,0,0,FALSE,insufficient_data
2,11,30kcP_bluesil,-65.62,1.7,28.411765,0,0,0,0,0,FALSE,insufficient_data
2,11,30kcP_bluesil,-65.64,1.7,29.717647,0,0.996913,-57.205882,411.764706,0,FALSE,
2,11,30kcP_bluesil,-65.66,1.7,30.976471,0.840002,0.999351,-61.117647,-117.647059,0.2,FALSE,hit_r2_cv (Rｲ=0.8400)
2,11,30kcP_bluesil,-65.68,1.7,32.541176,0.875974,0.996967,-65.529412,764.705882,0.4,FALSE,hit_r2_cv (Rｲ=0.8760); hit_r2_slope (Rｲ=0.8854)
2,11,30kcP_bluesil,-65.7,1.7,34.611765,0.728943,0.988421,-76.117647,1264.705882,0.4,FALSE,hit_r2_cv (Rｲ=0.7289); hit_r2_slope (Rｲ=0.7873)
2,11,30kcP_bluesil,-65.72,1.7,37.147059,0.853297,0.980741,-92.470588,1161.764706,0.4,FALSE,hit_r2_cv (Rｲ=0.8533); hit_r2_slope (Rｲ=0.8535)
2,11,30kcP_bluesil,-65.74,1.7,36.988235,0.585568,0.938946,-83.147059,-6735.294118,1,TRUE,hit_2nd_deriv_drag (-6735.2941); hit_2nd_deriv_cv (-50.8274); hit_r2_drag (Rｲ=0.9389); hit_r2_cv (Rｲ=0.5856); hit_r2_slope (Rｲ=0.3445)
2,11,30kcP_bluesil,-65.76,1.7,38.129412,0.033388,0.88952,-67.764706,3250,0.8,TRUE,hit_2nd_deriv_drag (3250.0000); hit_r2_drag (Rｲ=0.8895); hit_r2_cv (Rｲ=0.0334); hit_r2_slope (Rｲ=0.8448)
2,11,30kcP_bluesil,-65.78,1.7,40.564706,0.664708,0.897085,-64.441176,3235.294118,0.8,TRUE,hit_2nd_deriv_drag (3235.2941); hit_r2_drag (Rｲ=0.8971); hit_r2_cv (Rｲ=0.6647); hit_r2_slope (Rｲ=0.8353)
2,12,45kcP_sdl5,-65.5,1.2,25.041667,0,0,0,0,0,FALSE,insufficient_data
2,12,45kcP_sdl5,-65.52,1.2,25.991667,0,0,0,0,0,FALSE,insufficient_data
2,12,45kcP_sdl5,-65.54,1.2,26.825,0,0,0,0,0,FALSE,insufficient_data
2,12,45kcP_sdl5,-65.56,1.2,27.75,0,0,0,0,0,FALSE,insufficient_data
2,12,45kcP_sdl5,-65.58,1.2,28.75,0,0,0,0,0,FALSE,insufficient_data
2,12,45kcP_sdl5,-65.6,1.2,29.725,0,0,0,0,0,FALSE,insufficient_data
2,12,45kcP_sdl5,-65.62,1.2,30.758333,0,0,0,0,0,FALSE,insufficient_data
2,12,45kcP_sdl5,-65.64,1.2,31.8,0,0.999824,-50.541667,20.833333,0,FALSE,
2,12,45kcP_sdl5,-65.66,1.2,32.925,0.118352,0.999349,-52.125,208.333333,0.2,FALSE,hit_r2_cv (Rｲ=0.1184)
2,12,45kcP_sdl5,-65.68,1.2,34.066667,0.034218,0.999429,-54.25,41.666667,0.4,FALSE,hit_r2_cv (Rｲ=0.0342); hit_r2_slope (Rｲ=0.8698)
2,12,45kcP_sdl5,-65.7,1.2,35.283333,0.076393,0.999233,-56.583333,187.5,0.4,FALSE,hit_r2_cv (Rｲ=0.0764); hit_r2_slope (Rｲ=0.8873)
