row,cell,Cell_Label,Z_Height_mm,RPM,Elapsed_Time_s,Torque_%,Rotational_Drag,CV,R2,Trend_Slope,Second_derivative,Second_derivative_drag,Second_derivative_cv,Second_derivative_slope,R2_drag,R2_cv,R2_slope,Hit_2nd_Deriv_Drag,Hit_2nd_Deriv_CV,Hit_2nd_Deriv_Slope,Hit_R2_Drag,Hit_R2_CV,Hit_R2_Slope,Samples_Collected_At_Z,Hit_Point_Confidence,Hit_Detected
1,5,,-65.84,1.3,25.05,44.43,34.176923,0.971433,0.995269,-60.538462,1038.461538,1038.461538,1.511444,-12307.69231,0.995269,0.971433,0.879073,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
1,5,,-65.86,1.3,25.03,46.3,35.615385,0.996636,0.996917,-66.153846,-153.846154,-153.846154,0.423401,-14038.46154,0.996917,0.996636,0.884515,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,0.2,FALSE
1,5,,-65.88,1.3,35.06,50.37,38.746154,0.788375,0.95521,-86.230769,4230.769231,4230.769231,31.196127,-50192.30769,0.95521,0.788375,0.721203,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,1,TRUE
1,5,,-65.9,1.3,30.1,56.75,43.653846,0.788316,0.926901,-132.615385,4442.307692,4442.307692,44.936696,-115961.5385,0.926901,0.788316,0.793543,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,1,TRUE
1,5,,-65.92,1.3,35.05,58.96,45.353846,0.91565,0.967063,-151.961538,-8019.230769,-8019.230769,-69.789311,-48365.38462,0.967063,0.91565,0.878798,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,1,TRUE
1,6,,-65.58,1.3,35.04,16.09,12.376923,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,FALSE
1,6,,-65.6,1.3,35.05,21.21,16.315385,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,FALSE
1,6,,-65.62,1.3,35.05,24.3,18.692308,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,FALSE
1,6,,-65.64,1.3,20.08,25.58,19.676923,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
1,6,,-65.66,1.3,20.08,26.69,20.530769,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
1,6,,-65.68,1.3,20.08,27.53,21.176923,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
1,6,,-65.7,1.3,20.08,28.57,21.976923,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
1,6,,-65.72,1.3,20.07,29.47,22.669231,0,0.998446,-37.153846,-269.230769,-269.230769,64.180959,0,0.998446,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
1,6,,-65.74,1.3,20.08,30.46,23.430769,0.759547,0.999146,-36.461538,173.076923,173.076923,9.650109,1730.769231,0.999146,0.759547,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0.2,FALSE
1,6,,-65.76,1.3,20.09,31.47,24.207692,0.684223,0.999591,-37.576923,38.461538,38.461538,6.155938,-2788.461538,0.999591,0.684223,0.002484,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4,0.4,FALSE
1,6,,-65.78,1.3,20.07,32.45,24.961538,0.812283,0.999605,-37.538462,-57.692308,-57.692308,-3.541431,96.153846,0.999605,0.812283,0.732165,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4,0.4,FALSE
1,6,,-65.8,1.3,20.08,33.54,25.8,0.825196,0.99967,-38.961538,211.538462,211.538462,4.474995,-3557.692308,0.99967,0.825196,0.472535,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4,0.4,FALSE
1,6,,-65.82,1.3,25.04,34.64,26.646154,0.732184,0.999358,-40.115385,19.230769,19.230769,-0.916271,-2884.615385,0.999358,0.732184,0.899502,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
1,6,,-65.84,1.3,25.05,35.81,27.546154,0.249474,0.999037,-41.807692,134.615385,134.615385,1.375726,-4230.769231,0.999037,0.249474,0.859857,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
1,6,,-65.86,1.3,25.04,37.01,28.469231,0.776253,0.999523,-43.807692,57.692308,57.692308,0.579874,-5000,0.999523,0.776253,0.881712,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
1,6,,-65.88,1.3,25.04,38.4,29.538462,0.81783,0.998048,-46.5,365.384615,365.384615,1.51927,-6730.769231,0.998048,0.81783,0.869482,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
1,6,,-65.9,1.3,25.04,39.7,30.538462,0.969437,0.998846,-48.884615,-173.076923,-173.076923,-1.23111,-5961.538462,0.998846,0.969437,0.897676,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
1,6,,-65.92,1.3,25.08,41.39,31.838462,0.934144,0.996425,-53.269231,750,750,4.482244,-10961.53846,0.996425,0.934144,0.829443,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
1,6,,-65.94,1.3,25.03,42.86,32.969231,0.969168,0.998137,-56.5,-423.076923,-423.076923,-3.547926,-8076.923077,0.998137,0.969168,0.899975,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
1,6,,-65.96,1.3,25.04,44.9,34.538462,0.961549,0.994492,-62.153846,1096.153846,1096.153846,4.999771,-14134.61539,0.994492,0.961549,0.836634,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,5,0.8,TRUE
1,6,,-65.98,1.3,25.04,46.72,35.938462,0.985125,0.997252,-67.5,-423.076923,-423.076923,-1.943701,-13365.38462,0.997252,0.985125,0.895419,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,5,0.4,FALSE
1,6,,-66,1.3,25.03,49.08,37.753846,0.983005,0.994406,-74,1038.461538,1038.461538,1.610671,-16250,0.994406,0.983005,0.879305,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,5,0.6,FALSE
1,6,,-66.02,1.3,20.09,52.84,40.646154,0.855847,0.976637,-92.846154,2692.307692,2692.307692,23.533758,-47115.38462,0.976637,0.855847,0.755694,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,0.8,TRUE
1,6,,-66.04,1.3,30.09,59.36,45.661538,0.798322,0.932923,-134.769231,5307.692308,5307.692308,39.879293,-104807.6923,0.932923,0.798322,0.799727,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,6,1,TRUE
1,6,,-66.06,1.3,35.04,60.9,46.846154,0.908593,0.96545,-148.615385,-9576.923077,-9576.923077,-65.973418,-34615.38462,0.96545,0.908593,0.863664,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,7,1,TRUE
2,7,,-65.7,1.3,35.06,26.21,20.161538,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,FALSE
2,7,,-65.72,1.3,20.08,27.31,21.007692,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
2,7,,-65.74,1.3,20.08,28.25,21.730769,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
2,7,,-65.76,1.3,20.08,29.14,22.415385,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
2,7,,-65.78,1.3,20.08,30.07,23.130769,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
2,7,,-65.8,1.3,20.08,30.98,23.830769,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
2,7,,-65.82,1.3,20.08,31.95,24.576923,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
2,7,,-65.84,1.3,20.07,32.93,25.330769,0,0.999759,-36.384615,19.230769,19.230769,1.7115,0,0.999759,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
2,7,,-65.86,1.3,25.04,33.95,26.115385,0.742583,0.999585,-37.346154,76.923077,76.923077,0.296891,-2403.846154,0.999585,0.742583,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,0.2,FALSE
2,7,,-65.88,1.3,20.08,35.03,26.946154,0.547999,0.999502,-38.846154,115.384615,115.384615,1.427607,-3750,0.999502,0.547999,0.852228,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4,0.4,FALSE
2,7,,-65.9,1.3,25.03,36.13,27.792308,0.05421,0.999404,-40.230769,38.461538,38.461538,-0.488923,-3461.538462,0.999404,0.05421,0.896341,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
2,7,,-65.92,1.3,25.04,37.35,28.730769,0.748773,0.998911,-42.384615,230.769231,230.769231,1.855644,-5384.615385,0.998911,0.748773,0.852593,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
2,7,,-65.94,1.3,25.05,38.59,29.684615,0.930121,0.998931,-44.615385,38.461538,38.461538,-0.132506,-5576.923077,0.998931,0.930121,0.890951,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
2,7,,-65.96,1.3,25.04,40.13,30.869231,0.870553,0.996075,-48.692308,576.923077,576.923077,4.253547,-10192.30769,0.996075,0.870553,0.830339,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.6,FALSE
2,7,,-65.98,1.3,25.07,41.49,31.915385,0.960154,0.998013,-51.923077,-346.153846,-346.153846,-2.877255,-8076.923077,0.998013,0.960154,0.899753,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.6,FALSE
2,7,,-66,1.3,25.04,43.24,33.261538,0.980638,0.996902,-56.461538,750,750,2.536467,-11346.15385,0.996902,0.980638,0.864846,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,5,0.4,FALSE
2,7,,-66.02,1.3,25.03,44.83,34.484615,0.986472,0.998558,-59.961538,-307.692308,-307.692308,-3.126421,-8750,0.998558,0.986472,0.899937,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,5,0.4,FALSE
2,7,,-66.04,1.3,25.04,46.82,36.015385,0.990488,0.996292,-64.307692,769.230769,769.230769,1.377593,-10865.38462,0.996292,0.990488,0.877419,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,5,0.4,FALSE
2,7,,-66.06,1.3,25.04,48.85,37.576923,0.981997,0.99756,-70.384615,76.923077,76.923077,2.682632,-15192.30769,0.99756,0.981997,0.865368,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,0.2,FALSE
2,7,,-66.08,1.3,25.05,51.21,39.392308,0.973086,0.995382,-76.769231,634.615385,634.615385,-0.317239,-15961.53846,0.995382,0.973086,0.890107,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.6,FALSE
2,7,,-66.1,1.3,30.1,53.77,41.361538,0.980855,0.996796,-85.653846,384.615385,384.615385,3.382321,-22211.53846,0.996796,0.980855,0.865898,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,6,0.4,FALSE
2,7,,-66.12,1.3,35.05,58.38,44.907692,0.857224,0.970332,-107.846154,3942.307692,3942.307692,23.531968,-55480.76923,0.970332,0.857224,0.780632,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,1,TRUE
2,7,,-66.14,1.3,20.08,63.6,48.923077,0.882783,0.967732,-141.038462,1173.076923,1173.076923,11.019101,-82980.76923,0.967732,0.882783,0.857496,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,1,TRUE
2,7,,-66.16,1.3,35.04,63.28,48.676923,0.780269,0.935379,-130.653846,-10653.84615,-10653.84615,-69.642411,25961.53846,0.935379,0.780269,0.548356,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,1,TRUE
2,8,,-65.52,1.3,25.03,27.7,21.307692,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,0,FALSE
2,8,,-65.54,1.3,20.08,28.72,22.092308,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
2,8,,-65.56,1.3,20.08,29.85,22.961538,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
2,8,,-65.58,1.3,20.09,30.69,23.607692,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
2,8,,-65.6,1.3,20.09,31.76,24.430769,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
2,8,,-65.62,1.3,20.08,32.61,25.084615,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
2,8,,-65.64,1.3,20.08,33.74,25.953846,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
2,8,,-65.66,1.3,20.07,34.72,26.707692,0,0.998657,-38.615385,-288.461538,-288.461538,3.817971,0,0.998657,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
2,8,,-65.68,1.3,25.04,36.01,27.7,0.458477,0.995625,-40.807692,596.153846,596.153846,2.31771,-5480.769231,0.995625,0.458477,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,0.2,FALSE
2,8,,-65.7,1.3,25.04,37.02,28.476923,0.176379,0.998556,-42.653846,-538.461538,-538.461538,-1.363641,-4615.384615,0.998556,0.176379,0.898888,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
2,8,,-65.72,1.3,25.04,38.38,29.523077,0.962918,0.997183,-44.538462,673.076923,673.076923,-0.072428,-4711.538462,0.997183,0.962918,0.891765,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
2,8,,-65.74,1.3,25.05,39.66,30.507692,0.97848,0.998149,-47.115385,-153.846154,-153.846154,1.413245,-6442.307692,0.998149,0.97848,0.867818,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,0.2,FALSE
2,8,,-65.76,1.3,25.04,41.15,31.653846,0.973803,0.99614,-49.692308,403.846154,403.846154,-0.311298,-6442.307692,0.99614,0.973803,0.892857,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
2,8,,-65.78,1.3,25.05,42.65,32.807692,0.933868,0.998915,-53.961538,19.230769,19.230769,3.353013,-10673.07692,0.998915,0.933868,0.844276,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
2,8,,-65.8,1.3,25.04,44.32,34.092308,0.976526,0.997897,-57.192308,326.923077,326.923077,-2.884648,-8076.923077,0.997897,0.976526,0.899994,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,0.2,FALSE
2,8,,-65.82,1.3,25.04,46.17,35.515385,0.979064,0.997724,-62.269231,346.153846,346.153846,3.429164,-12692.30769,0.997724,0.979064,0.851289,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,0.2,FALSE
2,8,,-65.84,1.3,25.04,48.29,37.146154,0.977235,0.995441,-68.461538,519.230769,519.230769,1.488969,-15480.76923,0.995441,0.977235,0.879026,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,0.2,FALSE
2,8,,-65.86,1.3,25.03,50.32,38.707692,0.981074,0.997854,-74.269231,-173.076923,-173.076923,-2.011939,-14519.23077,0.997854,0.981074,0.895744,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,0.2,FALSE
2,8,,-65.88,1.3,30.08,53.1,40.846154,0.985493,0.994359,-83.5,1442.307692,1442.307692,5.693198,-23076.92308,0.994359,0.985493,0.849811,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6,0.2,FALSE
2,8,,-65.9,1.3,30.09,55.83,42.946154,0.987143,0.994606,-92.807692,-96.153846,-96.153846,-1.772868,-23269.23077,0.994606,0.987143,0.892427,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6,0.2,FALSE
2,8,,-65.92,1.3,35.04,60.8,46.769231,0.877846,0.970975,-117.423077,4307.692308,4307.692308,25.844361,-61538.46154,0.970975,0.877846,0.771094,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,1,TRUE
2,8,,-65.94,1.3,35.04,62.76,48.276923,0.922223,0.984109,-125.307692,-5788.461538,-5788.461538,-34.346751,-19711.53846,0.984109,0.922223,0.861593,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,7,0.8,TRUE
2,8,,-65.96,1.3,35.05,64.23,49.407692,0.314435,0.957391,-112.269231,-942.307692,-942.307692,-28.730579,32596.15385,0.957391,0.314435,0.004574,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,7,1,TRUE
2,9,,-65.44,1.3,35.04,19.49,14.992308,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,FALSE
2,9,,-65.46,1.3,35.06,23.78,18.292308,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,FALSE
2,9,,-65.48,1.3,20.08,26.42,20.323077,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
2,9,,-65.5,1.3,20.08,27.72,21.323077,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
2,9,,-65.52,1.3,20.08,29.01,22.315385,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
2,9,,-65.54,1.3,20.08,29.94,23.030769,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
2,9,,-65.56,1.3,20.09,31.16,23.969231,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
2,9,,-65.58,1.3,20.07,32.2,24.769231,0,0.998034,-42.730769,-346.153846,-346.153846,40.582555,0,0.998034,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
2,9,,-65.6,1.3,20.08,33.4,25.692308,0.764594,0.998336,-42.461538,307.692308,307.692308,6.975465,673.076923,0.998336,0.764594,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0.2,FALSE
2,9,,-65.62,1.3,25.05,34.48,26.523077,0.723042,0.999463,-43.538462,-230.769231,-230.769231,4.340591,-2692.307692,0.999463,0.723042,0.231481,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
2,9,,-65.64,1.3,25.04,35.79,27.530769,0.823938,0.998593,-44.384615,442.307692,442.307692,-0.713535,-2115.384615,0.998593,0.823938,0.899824,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
2,9,,-65.66,1.3,20.08,36.98,28.446154,0.821771,0.99929,-45.961538,-230.769231,-230.769231,2.005498,-3942.307692,0.99929,0.821771,0.82744,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4,0.4,FALSE
2,9,,-65.68,1.3,25.03,38.44,29.569231,0.219365,0.997652,-48.384615,519.230769,519.230769,2.024684,-6057.692308,0.997652,0.219365,0.854149,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
2,9,,-65.7,1.3,25.04,39.73,30.561538,0.265743,0.999199,-50.576923,-326.923077,-326.923077,-0.963533,-5480.769231,0.999199,0.265743,0.897028,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
2,9,,-65.72,1.3,25.06,41.41,31.853846,0.902657,0.996812,-53.807692,750,750,2.258839,-8076.923077,0.996812,0.902657,0.859287,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
2,9,,-65.74,1.3,25.04,42.87,32.976923,0.978434,0.998592,-56.730769,-423.076923,-423.076923,-1.299296,-7307.692308,0.998592,0.978434,0.897028,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,0.2,FALSE
2,9,,-65.76,1.3,25.04,44.67,34.361538,0.98404,0.997315,-60,653.846154,653.846154,0.428467,-8173.076923,0.997315,0.98404,0.885968,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,0.2,FALSE
2,9,,-65.78,1.3,25.03,46.47,35.746154,0.983911,0.998559,-64.384615,0,0,1.830077,-10961.53846,0.998559,0.983911,0.869871,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,0.2,FALSE
2,9,,-65.8,1.3,25.03,48.73,37.484615,0.941,0.994219,-70.153846,884.615385,884.615385,2.30813,-14423.07692,0.994219,0.941,0.87184,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
2,9,,-65.82,1.3,25.03,50.98,39.215385,0.944992,0.996499,-78,-19.230769,-19.230769,2.765614,-19615.38462,0.996499,0.944992,0.868396,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,5,0.6,FALSE
2,9,,-65.84,1.3,25.03,53.88,41.446154,0.961939,0.993117,-88.192308,1250,1250,3.153697,-25480.76923,0.993117,0.961939,0.873126,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,5,0.6,FALSE
2,9,,-65.86,1.3,30.1,56.9,43.769231,0.982709,0.994732,-100.038462,230.769231,230.769231,0.661043,-29615.38462,0.994732,0.982709,0.883059,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,6,0.4,FALSE
2,9,,-65.88,1.3,25.04,57.08,43.907692,0.248886,0.954186,-87,-5461.538462,-5461.538462,-39.625789,32596.15385,0.954186,0.248886,0.049504,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,1,TRUE
2,9,,-65.9,1.3,35.05,59.56,45.815385,0.250359,0.945706,-78.307692,4423.076923,4423.076923,6.369549,21730.76923,0.945706,0.250359,0.898936,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,7,1,TRUE
2,9,,-65.92,1.3,35.04,60.77,46.746154,0.833364,0.948925,-63.230769,-2442.307692,-2442.307692,-9.367784,37692.30769,0.948925,0.833364,0.837898,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,7,1,TRUE
2,10,,-65.22,1.3,35.04,13.32,10.246154,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,FALSE
2,10,,-65.24,1.3,35.05,19,14.615385,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,FALSE
2,10,,-65.26,1.3,30,22.02,16.938462,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,0,FALSE
2,10,,-65.28,1.3,35.04,24.85,19.115385,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,FALSE
2,10,,-65.3,1.3,35.05,27.96,21.507692,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,FALSE
2,10,,-65.32,1.3,20.07,29.54,22.723077,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
2,10,,-65.34,1.3,20.08,30.82,23.707692,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,FALSE
2,10,,-65.36,1.3,20.08,32.01,24.623077,0,0.953282,-66.076923,-173.076923,-173.076923,10.566111,0,0.953282,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,0.2,FALSE
2,10,,-65.38,1.3,25.04,33.29,25.607692,0.944205,0.997153,-50.5,173.076923,173.076923,19.201168,38942.30769,0.997153,0.944205,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,0.2,FALSE
2,10,,-65.4,1.3,25.04,34.58,26.6,0.9446,0.99982,-48.269231,19.230769,19.230769,50.103372,5576.923077,0.99982,0.9446,0.811477,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
2,10,,-65.42,1.3,25.04,35.92,27.630769,0.832242,0.999557,-49.115385,96.153846,96.153846,9.894062,-2115.384615,0.999557,0.832242,0.496591,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
2,10,,-65.44,1.3,25.04,37.39,28.761538,0.646984,0.999182,-51.5,250,250,4.164358,-5961.538462,0.999182,0.646984,0.760448,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
2,10,,-65.46,1.3,25.04,38.7,29.769231,0.68238,0.999546,-52.423077,-307.692308,-307.692308,-3.964637,-2307.692308,0.999546,0.68238,0.874138,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
2,10,,-65.48,1.3,25.03,40.38,31.061538,0.36879,0.998326,-55.307692,711.538462,711.538462,4.845278,-7211.538462,0.998326,0.36879,0.743214,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
2,10,,-65.5,1.3,25.03,41.91,32.238462,0.018382,0.998534,-57.576923,-288.461538,-288.461538,-1.870507,-5673.076923,0.998534,0.018382,0.899815,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
2,10,,-65.52,1.3,25.04,43.79,33.684615,0.425512,0.996698,-61.576923,673.076923,673.076923,3.698743,-10000,0.996698,0.425512,0.835598,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
2,10,,-65.54,1.3,25.04,45.64,35.107692,0.892411,0.998447,-66.5,-57.692308,-57.692308,1.222538,-12307.69231,0.998447,0.892411,0.878223,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
2,10,,-65.56,1.3,25.05,47.8,36.769231,0.939581,0.996658,-71.423077,596.153846,596.153846,-0.722269,-12307.69231,0.996658,0.939581,0.892857,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
2,10,,-65.58,1.3,25.04,50.11,38.546154,0.983763,0.997496,-78.5,288.461538,288.461538,3.364587,-17692.30769,0.997496,0.983763,0.862217,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,0.2,FALSE
2,10,,-65.6,1.3,30.1,52.6,40.461538,0.991855,0.996971,-84.961538,346.153846,346.153846,-2.373167,-16153.84615,0.996971,0.991855,0.896725,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6,0.2,FALSE
2,10,,-65.62,1.3,35.08,54.77,42.130769,0.921132,0.999456,-88.692308,-615.384615,-615.384615,-5.905988,-9326.923077,0.999456,0.921132,0.895056,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,7,0.4,FALSE
2,10,,-65.64,1.3,30.01,53.61,41.238462,0.224896,0.838977,-62.615385,-6403.846154,-6403.846154,-40.65061,65192.30769,0.838977,0.224896,0.347469,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,6,0.8,TRUE
