row,cell,Cell_Label,Z_Height_mm,RPM,Elapsed_Time_s,Torque_%,Rotational_Drag,CV,R2,Trend_Slope,Second_derivative,Second_derivative_drag,Second_derivative_cv,Second_derivative_slope,R2_drag,R2_cv,R2_slope,Hit_2nd_Deriv_Drag,Hit_2nd_Deriv_CV,Hit_2nd_Deriv_Slope,Hit_R2_Drag,Hit_R2_CV,Hit_R2_Slope,Samples_Collected_At_Z,Hit_Point_Confidence,Hit_Detected
1,2,,-65.8,1.3,25.04,40.24,30.953846,0.77487,0.991985,-47.423077,1038.461538,1038.461538,10.96161,-15000,0.991985,0.77487,0.703488,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
1,2,,-65.82,1.3,25.03,41.53,31.946154,0.89947,0.995435,-51.153846,-711.538462,-711.538462,-6.853068,-9326.923077,0.995435,0.89947,0.897379,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
1,2,,-65.84,1.3,25.02,43.27,33.284615,0.954552,0.995422,-56.038462,865.384615,865.384615,2.087781,-12211.53846,0.995422,0.954552,0.872341,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
1,2,,-65.86,1.3,25.02,44.73,34.407692,0.936151,0.9985,-58.961538,-538.461538,-538.461538,-5.182278,-7307.692308,0.9985,0.936151,0.896259,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
1,2,,-65.88,1.3,25.02,46.45,35.730769,0.752752,0.997927,-60.076923,500,500,-4.110695,-2788.461538,0.997927,0.752752,0.873217,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
1,2,,-65.9,1.3,25.02,48.82,37.553846,0.743791,0.992079,-68.307692,1250,1250,14.706484,-20576.92308,0.992079,0.743791,0.622436,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,5,0.6,FALSE
1,2,,-65.92,1.3,25.03,51.02,39.246154,0.771057,0.990618,-75.346154,-326.923077,-326.923077,-4.085448,-17596.15385,0.990618,0.771057,0.898567,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
1,2,,-65.94,1.3,25.04,53.32,41.015385,0.915815,0.997528,-83.653846,192.307692,192.307692,0.751584,-20769.23077,0.997528,0.915815,0.881816,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,0.4,FALSE
1,2,,-65.96,1.3,30.01,56.54,43.492308,0.993128,0.994213,-94.923077,1769.230769,1769.230769,4.221603,-28173.07692,0.994213,0.993128,0.868673,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,6,0.4,FALSE
1,2,,-65.98,1.3,35.05,60.83,46.792308,0.9432,0.97805,-113.615385,2057.692308,2057.692308,11.097074,-46730.76923,0.97805,0.9432,0.844112,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,7,0.8,TRUE
1,2,,-66,1.3,30.09,68.12,52.4,0.845801,0.949777,-160.423077,5769.230769,5769.230769,41.497656,-117019.2308,0.949777,0.845801,0.780214,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,1,TRUE
1,2,,-66.02,1.3,35.05,69.74,53.646154,0.902462,0.96977,-170.846154,-10903.84615,-10903.84615,-68.472548,-26057.69231,0.96977,0.902462,0.83724,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,7,1,TRUE
