,median,ci95_lo,ci95_hi,std
A,66.68250497549407,34.0694115709342,193.53583026903183,48.88052455925257
h0,0.23234797700529486,0.13526106893583234,0.5039092654965784,0.09729925190315403
n,0.5716706482290392,0.20000000000000004,1.801601061395236,0.4213291995831712
B,-16.101840367814553,-148.60819192311118,36.516974262594296,52.98911120112424
