param,value,stderr,ci95_lo,ci95_hi
A,30.551027614463298,0.9808951291652294,28.628473161299446,32.47358206762715
h0,0.2926924864187221,0.006912138010480253,0.2791446959181808,0.30624027691926337
B,20.42370961804179,1.0937348645382154,18.27998928354689,22.567429952536692
