,median,ci95_lo,ci95_hi,std
A,30.494673328236885,28.613762831984754,33.42706883293288,1.297599835262474
h0,0.29206923957525016,0.27828960244534884,0.31357510995393895,0.009602720149815436
B,20.471036110586333,17.35467012626791,22.541374177977836,1.3784532264325267
