,median,ci95_lo,ci95_hi,std
A,44.11597885141627,42.191200235353975,48.39910103697189,1.5683534008928164
h0,0.3415601468820034,0.3303717348624167,0.36462512700050104,0.008604636904328514
B,19.63717665638663,15.672262594805504,21.60839435920783,1.5305309689892965
