,median,ci95_lo,ci95_hi,std
A,1.5312192883562559,1.1989594635068734,1.9110833843906594,0.1794956725944687
h0,0.24770496517276422,0.2012882233130205,0.2897465472338395,0.022239788660533704
B,1.3221267850639316,0.860886599746163,1.7261610721828988,0.22144617622343418
