param,value,stderr,ci95_lo,ci95_hi
A,44.142196363884274,1.4677947823295923,41.26531859051828,47.01907413725027
h0,0.3414751781573953,0.007958950168679731,0.32587563582678303,0.3570747204880076
B,19.616897573351977,1.4872611197819092,16.701865778579435,22.53192936812452
