,n,k,RMSE,MAE,R2,adjR2,AIC,BIC,CV_RMSE,ΔAIC,ΔBIC
regularized,22.0,3.0,0.07955891385456233,0.06181195594912239,0.99988609128762,0.9998671065022233,-105.37532898769172,-102.10220162761676,0.094652815288265,0.0,0.0
gen_power,22.0,4.0,0.07947578407743489,0.06248132650593696,0.9998863292058696,0.9998595831366625,-103.42132788697977,-99.0571580735465,0.1090777616309199,1.9540011007119489,3.0450435540702614
saturation,22.0,3.0,0.5923739502282271,0.4788364474476797,0.9936850319756677,0.9926325373049456,-17.0391555168073,-13.76602815673235,0.8330489613827835,88.33617347088442,88.33617347088442
hyperbolic,22.0,2.0,4.347348426836449,3.8377534748206554,0.6598831488537054,0.6240813750488322,68.66090849662717,70.8429934033438,6.445989055263885,174.0362374843189,172.94519503096058
