,n,k,RMSE,MAE,R2,adjR2,AIC,BIC,CV_RMSE,ΔAIC,ΔBIC
gen_power,17.0,4.0,0.10982445978538977,0.09175893514687647,0.9999547281811376,0.9999396375748502,-67.1016482719923,-63.76879489576744,0.16603297661999755,0.0,0.6292113716550745
regularized,17.0,3.0,0.11717948959892985,0.101547556173435,0.9999484613550534,0.9999365678216042,-66.89764629959117,-64.39800626742252,0.1374102516083843,0.20400197240113016,0.0
saturation,17.0,3.0,1.2771397700603873,1.0849006490610382,0.9938778121672623,0.9924649995904767,14.317182780249695,16.816822812418344,1.8739686276476768,81.418831052242,81.21482907984085
hyperbolic,17.0,2.0,9.330613268338213,8.264179756232734,0.6732239863183093,0.6265416986494963,79.9322252788747,81.59865196698713,14.307987882999617,147.03387355086699,145.99665823440967
