,median,ci95_lo,ci95_hi,std
A,14.305654171837233,6.099290893454095,38.8195408564599,11.167357924777294
h0,0.15209729583161774,0.09372451923203683,0.787883105043406,0.23145863328059454
n,0.4907758224453427,0.20000000000000004,2.9999999999999996,0.9431102842629625
B,-4.1144437915975,-29.58674267364803,8.773486454833355,13.193622711865851
