param,value,stderr,ci95_lo,ci95_hi
A,2.5059210176632556,1.2930189679481014,-0.028396159515023278,5.0402381948415345
h0,0.6891032657431402,0.21560873708794978,0.2665101410507586,1.1116963904355217
n,2.9999999876689594,1.0161817595885327,1.0082837388754353,4.991716236462484
B,3.9745138242979308,0.3309914308583885,3.325770619815489,4.6232570287803725
