,n,k,RMSE,MAE,R2,adjR2,AIC,BIC,CV_RMSE,ΔAIC,ΔBIC
regularized,17.0,3.0,0.03809189125026692,0.033400761976614984,0.9983248553275426,0.9979382834800524,-105.10363081763754,-102.60399078546888,0.04625922886276769,0.0,0.0
gen_power,17.0,4.0,0.037417682296279134,0.031495808393396614,0.9983836291291153,0.9978448388388204,-103.71080451909476,-100.3779511428699,0.050768767740256696,1.3928262985427722,2.226039642598977
saturation,17.0,3.0,0.06802601992206707,0.05869907031939075,0.9946575880546775,0.9934247237596031,-85.38741003684093,-82.88777000467229,0.09966654425159197,19.716220780796604,19.71622078079659
hyperbolic,17.0,2.0,0.5107816085676871,0.4567542751355319,0.6987980689577056,0.6557692216659492,-18.841647461259118,-17.175220773146684,0.7964155435799128,86.26198335637842,85.42877001232219
