param,value,stderr,ci95_lo,ci95_hi
A,17.68222498801342,8.681728803190738,0.6660365337595735,34.69841344226727
h0,0.1362647237111702,0.03768510750265053,0.06240191300597518,0.21012753441636522
n,0.40213955369414245,0.18272382645514537,0.04400085384205754,0.7602782535462274
B,-7.713753153411672,9.211188024766026,-25.767681681953082,10.340175375129736
