param,value,stderr,ci95_lo,ci95_hi
A,13.923501611292682,0.301307093216402,13.332939708588535,14.51406351399683
h0,0.292392957955919,0.004866324030322524,0.28285496285648687,0.30193095305535117
B,6.500714416860384,0.31760024848893736,5.878217929822067,7.123210903898701
