param,value,stderr,ci95_lo,ci95_hi
A,62.55187001464359,24.192436317422384,15.134694832495718,109.96904519679146
h0,0.24207104316755085,0.057272292515459296,0.12981734983725063,0.35432473649785107
n,0.6090526230862335,0.24243886124914477,0.1338724550379098,1.0842327911345573
B,-11.43804759046813,27.470990731330794,-65.28118942387648,42.40509424294022
