param,value,stderr,ci95_lo,ci95_hi
A,1.5226000408059577,0.15712991719802252,1.2146254030978336,1.8305746785140817
h0,0.24629043075077506,0.019275016761023365,0.20851139789916925,0.28406946360238083
B,1.3262918537651411,0.20064432151283101,0.9330289835999923,1.71955472393029
