,n,k,RMSE,MAE,R2,adjR2,AIC,BIC,CV_RMSE,ΔAIC,ΔBIC
regularized,18.0,3.0,0.18633279427568317,0.13691924626909074,0.9998489102810547,0.9998165339127093,-54.48795554907116,-51.81684027538267,0.23229856060354592,0.0,0.0
gen_power,18.0,4.0,0.18016074535027882,0.13865006668636287,0.9998587538367602,0.9998152934788402,-53.700608687750574,-50.13912165616591,0.27549735363190364,0.7873468613205858,1.6777186192167548
saturation,18.0,3.0,1.1827908961015767,0.9610873701858414,0.9939120333310956,0.9926074690449017,12.043565234240974,14.714680507929467,1.707049570994671,66.53152078331213,66.53152078331213
hyperbolic,18.0,2.0,8.556915651794956,7.598118300772541,0.681366949143003,0.6388825423620701,81.28263295013552,83.06337646592785,13.13671171824087,135.77058849920667,134.8802167413105
