,median,ci95_lo,ci95_hi,std
A,13.919472589927125,13.310015788593663,14.817015274725696,0.3683071342933541
h0,0.2923603522447658,0.28175225427701894,0.30765920038812505,0.006224657755578871
B,6.5114589212283835,5.621635042040908,7.101483021978742,0.3787824396459071
