,n,k,RMSE,MAE,R2,adjR2,AIC,BIC,CV_RMSE,ΔAIC,ΔBIC
gen_power,19.0,4.0,0.011270795440199925,0.009301593381896943,0.9999421690737177,0.9999256459519228,-162.4505341778646,-158.67277826119883,0.012853646880226055,0.0,0.0
regularized,19.0,3.0,0.016495391731415433,0.012430467299152191,0.999876127107003,0.9998513525284036,-149.97762059138824,-147.14430365388893,0.020345615966232338,12.472913586476352,11.528474607309903
saturation,19.0,3.0,0.10372661291433538,0.08435221477974297,0.9951018576027061,0.9941222291232473,-80.10786939304504,-77.27455245554572,0.15219228277778918,82.34266478481956,81.39822580565311
hyperbolic,19.0,2.0,0.8365807111900765,0.7439159240110665,0.6813846411163902,0.6415577212559389,-2.780426504396015,-0.8915485460631345,1.3406208734444964,159.67010767346858,157.78122971513568
