row,cell,Cell_Label,fluid_id,n_rpms,regime,n_flow,K_Pas_n,cell_R2,cell_RMSE_Tpct,cell_MAE_Tpct,cell_MAPE_pct
1,1,1kcP_bluesil,r1_c1|1kcP_bluesil,1,Newtonian,1.0,8.503755810756047,0.9853400296579151,1.7299332009176793,1.0846777771569134,2.5999380934107625
1,2,1kcP_siltech,r1_c2|1kcP_siltech,1,Newtonian,1.0,8.577900075411527,0.9839342402228688,1.6791905959560618,1.0965052867233207,2.5031797652741083
1,3,2kcP_sdl5,r1_c3|2kcP_sdl5,1,Newtonian,1.0,12.602823479201781,0.9620997853794392,1.8351055748553653,1.2331948932257788,3.253876057883207
1,4,4kcP,r1_c4|4kcP,1,Newtonian,1.0,18.013592835510376,0.9727564281872225,1.7588806195982332,1.04694137544526,2.173558466838881
1,5,5kcP_bluesil,r1_c5|5kcP_bluesil,1,Newtonian,1.0,17.52021883567133,0.9302336221805289,3.0146767411994517,2.039315464929659,6.83580520767512
1,6,8kcP,r1_c6|8kcP,1,Newtonian,1.0,20.864275502134273,0.9953659417220352,0.6884623710515406,0.5971137411077307,1.5854843319949863
2,7,10kcP_siltech,r2_c7|10kcP_siltech,1,Newtonian,1.0,26.993637004269218,0.9928097657420073,1.0912076128286599,0.8104891479029412,2.5558559580001647
2,8,12.5kcP,r2_c8|12.5kcP,1,Newtonian,1.0,28.496294818215766,0.9913456794027594,1.0746809483172606,0.43549124128544,0.7724800905007341
2,9,15kcP_sdl5,r2_c9|15kcP_sdl5,1,Newtonian,1.0,27.91308794385885,0.9069405447744153,2.566110202106339,2.261929985310209,5.537369199676578
2,10,25kcP,r2_c10|25kcP,1,Newtonian,1.0,31.622643486445345,0.9334655570813943,1.7762260560322005,0.8600146757889288,1.4386687020652684
2,11,30kcP_bluesil,r2_c11|30kcP_bluesil,1,Newtonian,1.0,40.68556782143951,0.9719623047471699,1.6380604062729232,1.3167686231856028,2.4783048839146002
2,12,45kcP_sdl5,r2_c12|45kcP_sdl5,1,Newtonian,1.0,49.04203063658491,0.9498295094951216,2.485278444490798,1.2019426400311972,2.2050659833979394
3,13,55kcP_sdl5,r3_c13|55kcP_sdl5,1,Newtonian,1.0,61.91472395684488,0.8579700481656605,6.5418328715760055,5.592956637064778,76.85980655744704
3,14,60kcP_siltech,r3_c14|60kcP_siltech,1,Newtonian,1.0,42.18943811348718,0.98340008531841,0.7570023722836475,0.5521599211269023,2.843179346830383
3,15,60kcP_bluesil,r3_c15|60kcP_bluesil,1,Newtonian,1.0,62.72049401297621,0.9329538927378882,3.392226080540505,2.575901061768277,5.852164202459949
3,16,75kcP_sdl5,r3_c16|75kcP_sdl5,1,Newtonian,1.0,68.79882187618485,0.9056689213534771,4.361261946432225,3.237953488237699,12.915337853788152
3,17,95kcP_sdl5,r3_c17|95kcP_sdl5,1,Newtonian,1.0,74.22138414623623,0.9192711977148733,3.325010118176641,2.3681315463317043,7.653321635321777
3,18,120kcP_sigma,r3_c18|120kcP_sigma,1,Newtonian,1.0,76.79217285217482,0.9304835558680761,1.738716451469593,1.2944869900907383,2.5067227586147696
