pathway_name,sample_id,label,cell,rpm,provider_bucket,viscosity_bucket_kcp,mu_true_cP,mu_pred_cP,abs_pct_err,R2_drag,A
old_app_v6_p2007,l45000_sdl_a40850,l45000_sdl_a40850,12,1.2,sdl,40+,40850.0,30039.488444114668,26.463920577442675,0.9824736137109057,5.715646410770481
linear_plus_middle_trim,l45000_sdl_a40850,l45000_sdl_a40850,12,1.2,sdl,40+,40850.0,13306.338335220848,67.42634434462461,0.9905685543160702,3.991901500566254
app_v4_reference,l45000_sdl_a40850,l45000_sdl_a40850,12,1.2,sdl,40+,40850.0,33703.9386060565,17.493418345026924,,14.465209702170174
current_fixed_logic,l45000_sdl_a40850,l45000_sdl_a40850,12,1.2,sdl,40+,40850.0,44981.21974213176,10.113145023578364,0.9998070290443567,19.30524452452007
old_app_v6_p2007,l45000_sdl_a40850,l45000_sdl_a40850,12,1.2,sdl,40+,40850.0,36744.61436528698,10.049903634548398,0.9954405675202624,8.564069530036141
linear_plus_middle_trim,l45000_sdl_a40850,l45000_sdl_a40850,12,1.2,sdl,40+,40850.0,20452.15075676607,49.93353547915283,0.9966475083351242,6.13564522702982
app_v4_reference,l45000_sdl_a40850,l45000_sdl_a40850,12,1.2,sdl,40+,40850.0,44981.21974213176,10.113145023578364,,19.30524452452007
current_fixed_logic,l50000_sdl_a79700,l50000_sdl_a79700,14,0.6,sdl,40+,79700.0,85975.74609077825,7.874210904364181,0.9992907253426208,36.89946184153573
old_app_v6_p2007,l50000_sdl_a79700,l50000_sdl_a79700,14,0.6,sdl,40+,79700.0,51030.20690729234,35.972136879181505,0.9988069952746745,16.555636824357112
linear_plus_middle_trim,l50000_sdl_a79700,l50000_sdl_a79700,14,0.6,sdl,40+,79700.0,52485.333140196686,34.1463825091635,0.9993263735503116,15.745599942059005
app_v4_reference,l50000_sdl_a79700,l50000_sdl_a79700,14,0.6,sdl,40+,79700.0,85975.74609077825,7.874210904364181,,36.89946184153573
current_fixed_logic,l5000_b_5865,l5000_b_5865,4,9.0,b,5-15,5865.0,6297.717724177368,7.377966311634577,0.9987749931436833,2.702883143423763
old_app_v6_p2007,l5000_b_5865,l5000_b_5865,4,9.0,b,5-15,5865.0,15374.222905775881,162.13508790751715,0.991310209988938,1.4901512116207465
linear_plus_middle_trim,l5000_b_5865,l5000_b_5865,4,9.0,b,5-15,5865.0,2833.784970379176,51.683120709647476,0.9902082810301003,0.8501354911137526
app_v4_reference,l5000_b_5865,l5000_b_5865,4,9.0,b,5-15,5865.0,6297.717724177368,7.377966311634577,,2.702883143423763
current_fixed_logic,l5000_b_a5856,l5000_b_a5856,5,9.0,b,5-15,5856.0,6070.76164698543,3.6673778515271542,0.999693878822386,2.605477101710485
old_app_v6_p2007,l5000_b_a5856,l5000_b_a5856,5,9.0,b,5-15,5856.0,14016.70597577497,139.35631789233213,0.992936216335265,1.2378125726735658
linear_plus_middle_trim,l5000_b_a5856,l5000_b_a5856,5,9.0,b,5-15,5856.0,2358.904454162115,59.7181616434065,0.9926701111127878,0.7076713362486345
app_v4_reference,l5000_b_a5856,l5000_b_a5856,5,9.0,b,5-15,5856.0,6070.76164698543,3.6673778515271542,,2.605477101710485
current_fixed_logic,l55000_sdl_a48520,l55000_sdl_a48520,13,1.0,sdl,40+,48520.0,48624.5605925244,0.21549998459274883,0.9952055206447107,20.868910125546954
old_app_v6_p2007,l55000_sdl_a48520,l55000_sdl_a48520,13,1.0,sdl,40+,48520.0,35230.748703941645,27.389223611002382,0.9844043943764258,7.87061446740421
linear_plus_middle_trim,l55000_sdl_a48520,l55000_sdl_a48520,13,1.0,sdl,40+,48520.0,19242.528087778177,60.34103856599717,0.989934258486459,5.772758426333453
app_v4_reference,l55000_sdl_a48520,l55000_sdl_a48520,13,1.0,sdl,40+,48520.0,48624.5605925244,0.21549998459274883,,20.868910125546954
current_fixed_logic,l60000_b_a69080,l60000_b_a69080,15,0.8,b,40+,69080.0,73161.55410489772,5.908445432683436,0.9985393769598053,31.39980862871147
old_app_v6_p2007,l60000_b_a69080,l60000_b_a69080,15,0.8,b,40+,69080.0,40696.558855685005,41.087783937919795,0.9792556569482949,10.512807737484263
linear_plus_middle_trim,l60000_b_a69080,l60000_b_a69080,15,0.8,b,40+,69080.0,24712.785593559052,64.22584598500427,0.9960338533472807,7.4138356780677155
app_v4_reference,l60000_b_a69080,l60000_b_a69080,15,0.8,b,40+,69080.0,73161.55410489772,5.908445432683436,,31.39980862871147
current_fixed_logic,l60000_b_a69080,l60000_b_a69080,15,0.8,b,40+,69080.0,79220.33223153674,14.679114405814621,0.9993998896823797,34.000142588642376
old_app_v6_p2007,l60000_b_a69080,l60000_b_a69080,15,0.8,b,40+,69080.0,53786.56812485059,22.13872593391634,0.9982015865137097,18.399195227387654
linear_plus_middle_trim,l60000_b_a69080,l60000_b_a69080,15,0.8,b,40+,69080.0,58229.45162384417,15.707221158303168,0.9981295479939786,17.46883548715325
app_v4_reference,l60000_b_a69080,l60000_b_a69080,15,0.8,b,40+,69080.0,79220.33223153674,14.679114405814621,,34.000142588642376
current_fixed_logic,l60000_b_a69080,l60000_b_a69080,16,0.8,b,40+,69080.0,76704.82489495825,11.037673559580556,0.9991007770898855,32.92052570599066
old_app_v6_p2007,l60000_b_a69080,l60000_b_a69080,16,0.8,b,40+,69080.0,41768.890016589525,39.53548057818541,0.9893200597737938,11.07613601481112
linear_plus_middle_trim,l60000_b_a69080,l60000_b_a69080,16,0.8,b,40+,69080.0,25489.282947471504,63.10179075351548,0.9954848861817195,7.64678488424145
app_v4_reference,l60000_b_a69080,l60000_b_a69080,16,0.8,b,40+,69080.0,76704.82489495825,11.037673559580556,,32.92052570599066
current_fixed_logic,l60000_sil_a37000,l60000_sil_a37000,15,1.4,sil_sl,15-40,37000.0,35473.59552900056,4.125417489187679,0.9982394335654825,15.224719111159038
old_app_v6_p2007,l60000_sil_a37000,l60000_sil_a37000,15,1.4,sil_sl,15-40,37000.0,33739.21174919624,8.812941218388536,0.9921906590227494,7.216111738844498
linear_plus_middle_trim,l60000_sil_a37000,l60000_sil_a37000,15,1.4,sil_sl,15-40,37000.0,16678.31534744727,54.923472033926295,0.9957157995578083,5.003494604234181
app_v4_reference,l60000_sil_a37000,l60000_sil_a37000,15,1.4,sil_sl,15-40,37000.0,35473.59552900056,4.125417489187679,,15.224719111159038
current_fixed_logic,l60000_sil_a37020,l60000_sil_a37020,1,1.3,sil_sl,15-40,37020.0,42360.88867052146,14.427035846897518,0.9999416551798676,18.180638914386893
old_app_v6_p2007,l60000_sil_a37020,l60000_sil_a37020,1,1.3,sil_sl,15-40,37020.0,33543.2449275683,9.391558812619387,0.9972489599388888,7.132237939849771
linear_plus_middle_trim,l60000_sil_a37020,l60000_sil_a37020,1,1.3,sil_sl,15-40,37020.0,18919.817011269053,48.89298484260115,0.9981608202160643,5.675945103380715
app_v4_reference,l60000_sil_a37020,l60000_sil_a37020,1,1.3,sil_sl,15-40,37020.0,42360.88867052146,14.427035846897518,,18.180638914386893
current_fixed_logic,l60000_sil_a37020,l60000_sil_a37020,2,1.3,sil_sl,15-40,37020.0,41431.75916384414,11.917231668946886,0.9984797568701018,17.781870885770015
old_app_v6_p2007,l60000_sil_a37020,l60000_sil_a37020,2,1.3,sil_sl,15-40,37020.0,37369.66586686482,0.9445323254047091,0.9981019438200435,8.85895519129914
linear_plus_middle_trim,l60000_sil_a37020,l60000_sil_a37020,2,1.3,sil_sl,15-40,37020.0,21358.921041530597,42.30437319953918,0.9947656618887728,6.407676312459179
app_v4_reference,l60000_sil_a37020,l60000_sil_a37020,2,1.3,sil_sl,15-40,37020.0,41431.75916384414,11.917231668946886,,17.781870885770015
current_fixed_logic,l60000_sil_a37020,l60000_sil_a37020,3,1.3,sil_sl,15-40,37020.0,39389.17866768221,6.399726276829305,0.9973766578380825,16.905226896000947
old_app_v6_p2007,l60000_sil_a37020,l60000_sil_a37020,3,1.3,sil_sl,15-40,37020.0,26127.825380775645,29.4224057785639,0.9839523285257555,4.319790586634478
linear_plus_middle_trim,l60000_sil_a37020,l60000_sil_a37020,3,1.3,sil_sl,15-40,37020.0,10121.066530116273,72.6605442190268,0.9931780936714796,3.036319959034882
app_v4_reference,l60000_sil_a37020,l60000_sil_a37020,3,1.3,sil_sl,15-40,37020.0,39389.17866768221,6.399726276829305,,16.905226896000947
current_fixed_logic,l60000_sil_a37020,l60000_sil_a37020,4,1.3,sil_sl,15-40,37020.0,35554.51114047785,3.9586408955217425,0.9972552751866871,15.259446841406803
old_app_v6_p2007,l60000_sil_a37020,l60000_sil_a37020,4,1.3,sil_sl,15-40,37020.0,27811.687170423822,24.873886627704422,0.9860572401788626,4.896668502822176
linear_plus_middle_trim,l60000_sil_a37020,l60000_sil_a37020,4,1.3,sil_sl,15-40,37020.0,10281.438316087442,72.2273411234807,0.9921269699156733,3.0844314948262324
app_v4_reference,l60000_sil_a37020,l60000_sil_a37020,4,1.3,sil_sl,15-40,37020.0,35554.51114047785,3.9586408955217425,,15.259446841406803
current_fixed_logic,l60000_sil_a37020,l60000_sil_a37020,4,1.3,sil_sl,15-40,37020.0,40333.87712293791,8.951585961474642,0.9996740362068066,17.310676876797388
old_app_v6_p2007,l60000_sil_a37020,l60000_sil_a37020,4,1.3,sil_sl,15-40,37020.0,31605.392728037114,14.62616767142865,0.9987483448289883,6.329321434869473
linear_plus_middle_trim,l60000_sil_a37020,l60000_sil_a37020,4,1.3,sil_sl,15-40,37020.0,15853.149698270914,57.17679714135356,0.9990998395549675,4.755944909481274
app_v4_reference,l60000_sil_a37020,l60000_sil_a37020,4,1.3,sil_sl,15-40,37020.0,40333.87712293791,8.951585961474642,,17.310676876797388
current_fixed_logic,l60000_sil_a37020,l60000_sil_a37020,5,1.3,sil_sl,15-40,37020.0,33933.29608350221,8.337936025115587,0.9951429869790934,14.563646387769188
old_app_v6_p2007,l60000_sil_a37020,l60000_sil_a37020,5,1.3,sil_sl,15-40,37020.0,29088.235367204892,21.425620293881977,0.971283062613671,5.358178951663993
linear_plus_middle_trim,l60000_sil_a37020,l60000_sil_a37020,5,1.3,sil_sl,15-40,37020.0,11716.28033798092,68.35148477044592,0.9884572778457976,3.5148841013942755
app_v4_reference,l60000_sil_a37020,l60000_sil_a37020,5,1.3,sil_sl,15-40,37020.0,33933.29608350221,8.337936025115587,,14.563646387769188
current_fixed_logic,l60000_sil_a37020,l60000_sil_a37020,6,1.3,sil_sl,15-40,37020.0,35103.55346308704,5.176786971671964,0.999324928777973,15.065902773857097
old_app_v6_p2007,l60000_sil_a37020,l60000_sil_a37020,6,1.3,sil_sl,15-40,37020.0,26880.73374980826,27.38861763963193,0.9861603332123137,4.573248150895705
linear_plus_middle_trim,l60000_sil_a37020,l60000_sil_a37020,6,1.3,sil_sl,15-40,37020.0,12848.686121774292,65.29258205895653,0.9962757308580333,3.8546058365322873
app_v4_reference,l60000_sil_a37020,l60000_sil_a37020,6,1.3,sil_sl,15-40,37020.0,35103.55346308704,5.176786971671964,,15.065902773857097
current_fixed_logic,l60000_sil_a37020,l60000_sil_a37020,6,1.3,sil_sl,15-40,37020.0,37959.266490100425,2.5371866291205416,0.9987714103264429,16.291530682446535
old_app_v6_p2007,l60000_sil_a37020,l60000_sil_a37020,6,1.3,sil_sl,15-40,37020.0,33418.57930517281,9.728310899046972,0.9979402439903444,7.0791371003873085
linear_plus_middle_trim,l60000_sil_a37020,l60000_sil_a37020,6,1.3,sil_sl,15-40,37020.0,22301.83439281215,39.75733551374352,0.9975995781144588,6.690550317843645
app_v4_reference,l60000_sil_a37020,l60000_sil_a37020,6,1.3,sil_sl,15-40,37020.0,37959.266490100425,2.5371866291205416,,16.291530682446535
current_fixed_logic,l60000_sil_a37020,l60000_sil_a37020,7,1.3,sil_sl,15-40,37020.0,33328.66536690189,9.971190256883055,0.9984433512420313,14.304148226138153
old_app_v6_p2007,l60000_sil_a37020,l60000_sil_a37020,7,1.3,sil_sl,15-40,37020.0,26618.56074270502,28.096810527539116,0.9876666078316045,4.484167970690215
linear_plus_middle_trim,l60000_sil_a37020,l60000_sil_a37020,7,1.3,sil_sl,15-40,37020.0,11604.085418218658,68.65455046402307,0.9941054847526042,3.481225625465597
app_v4_reference,l60000_sil_a37020,l60000_sil_a37020,7,1.3,sil_sl,15-40,37020.0,33328.66536690189,9.971190256883055,,14.304148226138153
current_fixed_logic,l60000_sil_a37020,l60000_sil_a37020,7,1.3,sil_sl,15-40,37020.0,39761.47344917683,7.405384789780746,0.9994325088138163,17.065010064024392
old_app_v6_p2007,l60000_sil_a37020,l60000_sil_a37020,7,1.3,sil_sl,15-40,37020.0,36185.45049928965,2.254320639412082,0.9977781478399095,8.304512567697717
linear_plus_middle_trim,l60000_sil_a37020,l60000_sil_a37020,7,1.3,sil_sl,15-40,37020.0,21882.215584674905,40.89082770212074,0.998028202343406,6.5646646754024705
app_v4_reference,l60000_sil_a37020,l60000_sil_a37020,7,1.3,sil_sl,15-40,37020.0,39761.47344917683,7.405384789780746,,17.065010064024392
current_fixed_logic,l60000_sil_a37020,l60000_sil_a37020,8,1.3,sil_sl,15-40,37020.0,40101.22925835737,8.323147645481829,0.9997131776697065,17.2108280078787
old_app_v6_p2007,l60000_sil_a37020,l60000_sil_a37020,8,1.3,sil_sl,15-40,37020.0,35169.202704938,4.999452444792011,0.9982929931125777,7.843043513020331
linear_plus_middle_trim,l60000_sil_a37020,l60000_sil_a37020,8,1.3,sil_sl,15-40,37020.0,24829.985768347356,32.92818539074188,0.9988789935783313,7.4489957305042065
app_v4_reference,l60000_sil_a37020,l60000_sil_a37020,8,1.3,sil_sl,15-40,37020.0,40101.22925835737,8.323147645481829,,17.2108280078787
current_fixed_logic,l60000_sil_a37020,l60000_sil_a37020,9,1.3,sil_sl,15-40,37020.0,39357.31535644615,6.313655744046876,0.9990407716271601,16.891551655127103
old_app_v6_p2007,l60000_sil_a37020,l60000_sil_a37020,9,1.3,sil_sl,15-40,37020.0,34731.97234442658,6.180517708194013,0.9964554916040915,7.648573426874181
linear_plus_middle_trim,l60000_sil_a37020,l60000_sil_a37020,9,1.3,sil_sl,15-40,37020.0,23238.764005307992,37.22646135789305,0.9997305716940682,6.971629201592397
app_v4_reference,l60000_sil_a37020,l60000_sil_a37020,9,1.3,sil_sl,15-40,37020.0,39357.31535644615,6.313655744046876,,16.891551655127103
current_fixed_logic,l60000_sil_a37020,l60000_sil_a37020,10,1.3,sil_sl,15-40,37020.0,36773.44036220817,0.6660173900373484,0.9996769123547178,15.782592430132265
old_app_v6_p2007,l60000_sil_a37020,l60000_sil_a37020,10,1.3,sil_sl,15-40,37020.0,35147.80122529385,5.057263032701648,0.9961787890703945,7.833467600081814
linear_plus_middle_trim,l60000_sil_a37020,l60000_sil_a37020,10,1.3,sil_sl,15-40,37020.0,24251.835347582386,34.4899099200908,0.9984589280743835,7.275550604274716
app_v4_reference,l60000_sil_a37020,l60000_sil_a37020,10,1.3,sil_sl,15-40,37020.0,36773.44036220817,0.6660173900373484,,15.782592430132265
current_fixed_logic,l60000_sil_a37020,l60000_sil_a37020,11,1.3,sil_sl,15-40,37020.0,38720.56335062038,4.593634118369479,0.9995728458896793,16.6182675324551
old_app_v6_p2007,l60000_sil_a37020,l60000_sil_a37020,11,1.3,sil_sl,15-40,37020.0,34429.524076844595,6.997503844287967,0.9973831682585576,7.515484736668944
linear_plus_middle_trim,l60000_sil_a37020,l60000_sil_a37020,11,1.3,sil_sl,15-40,37020.0,23293.24424563276,37.07929701341772,0.9991719804104954,6.9879732736898275
app_v4_reference,l60000_sil_a37020,l60000_sil_a37020,11,1.3,sil_sl,15-40,37020.0,38720.56335062038,4.593634118369479,,16.6182675324551
current_fixed_logic,l60000_sil_a37020,l60000_sil_a37020,12,1.3,sil_sl,15-40,37020.0,39383.00609568282,6.383052662568386,0.999119940647022,16.90257772346902
old_app_v6_p2007,l60000_sil_a37020,l60000_sil_a37020,12,1.3,sil_sl,15-40,37020.0,32768.97929731918,11.483038094761804,0.9977610517488795,6.80566408765751
linear_plus_middle_trim,l60000_sil_a37020,l60000_sil_a37020,12,1.3,sil_sl,15-40,37020.0,21558.46402074304,41.76535920923004,0.9976899399689301,6.467539206222911
app_v4_reference,l60000_sil_a37020,l60000_sil_a37020,12,1.3,sil_sl,15-40,37020.0,39383.00609568282,6.383052662568386,,16.90257772346902
current_fixed_logic,l60000_sil_a37020,l60000_sil_a37020,13,1.3,sil_sl,15-40,37020.0,39724.85875416534,7.3064796168701776,0.9998846524752304,17.04929560264607
old_app_v6_p2007,l60000_sil_a37020,l60000_sil_a37020,13,1.3,sil_sl,15-40,37020.0,35276.77159056977,4.708882791545733,0.9931592278850426,7.891263207228133
linear_plus_middle_trim,l60000_sil_a37020,l60000_sil_a37020,13,1.3,sil_sl,15-40,37020.0,19282.326055853908,47.91375997878469,0.9994105466133679,5.784697816756172
app_v4_reference,l60000_sil_a37020,l60000_sil_a37020,13,1.3,sil_sl,15-40,37020.0,39724.85875416534,7.3064796168701776,,17.04929560264607
current_fixed_logic,l60000_sil_a37020,l60000_sil_a37020,14,1.3,sil_sl,15-40,37020.0,38342.79282881024,3.573184302566832,0.9990667466439296,16.456134261291947
old_app_v6_p2007,l60000_sil_a37020,l60000_sil_a37020,14,1.3,sil_sl,15-40,37020.0,33748.790268077995,8.836330988444097,0.9979776431352894,7.220223956796549
linear_plus_middle_trim,l60000_sil_a37020,l60000_sil_a37020,14,1.3,sil_sl,15-40,37020.0,22668.977939849694,38.765591734603746,0.9994780860558887,6.800693381954908
app_v4_reference,l60000_sil_a37020,l60000_sil_a37020,14,1.3,sil_sl,15-40,37020.0,38342.79282881024,3.573184302566832,,16.456134261291947
current_fixed_logic,l60000_sil_a37020,l60000_sil_a37020,16,1.3,sil_sl,15-40,37020.0,38304.02060617897,3.468451124200357,0.9991284428182493,16.439493822394407
old_app_v6_p2007,l60000_sil_a37020,l60000_sil_a37020,16,1.3,sil_sl,15-40,37020.0,35831.35936531277,3.210806684730502,0.9944041976898581,8.142220389337897
linear_plus_middle_trim,l60000_sil_a37020,l60000_sil_a37020,16,1.3,sil_sl,15-40,37020.0,20911.5757600185,43.5127613181564,0.9972608564774403,6.273472728005549
app_v4_reference,l60000_sil_a37020,l60000_sil_a37020,16,1.3,sil_sl,15-40,37020.0,38304.02060617897,3.468451124200357,,16.439493822394407
current_fixed_logic,l60000_sil_a37020,l60000_sil_a37020,17,1.3,sil_sl,15-40,37020.0,41788.75222416571,12.8815565212472,0.9993023669705997,17.93508679148743
old_app_v6_p2007,l60000_sil_a37020,l60000_sil_a37020,17,1.3,sil_sl,15-40,37020.0,34412.53092122379,7.043406479676413,0.9968978180075764,7.5080418836041085
linear_plus_middle_trim,l60000_sil_a37020,l60000_sil_a37020,17,1.3,sil_sl,15-40,37020.0,23284.320314634755,37.1034027157354,0.9978653408491657,6.985296094390426
app_v4_reference,l60000_sil_a37020,l60000_sil_a37020,17,1.3,sil_sl,15-40,37020.0,41788.75222416571,12.8815565212472,,17.93508679148743
current_fixed_logic,l60000_sl_a37020,l60000_sl_a37020,14,1.4,sil_sl,15-40,37020.0,40558.189781149136,9.55750886317973,0.9994971669284385,17.40694840392667
old_app_v6_p2007,l60000_sl_a37020,l60000_sl_a37020,14,1.4,sil_sl,15-40,37020.0,28163.905411553947,23.92245972027567,0.983148720734994,5.021922952441651
linear_plus_middle_trim,l60000_sl_a37020,l60000_sl_a37020,14,1.4,sil_sl,15-40,37020.0,11183.105291311722,69.79171990461447,0.9914804150580958,3.354931587393516
app_v4_reference,l60000_sl_a37020,l60000_sl_a37020,14,1.4,sil_sl,15-40,37020.0,40558.189781149136,9.55750886317973,,17.40694840392667
current_fixed_logic,l70000_sdl_a99220,l70000_sdl_a99220,17,0.5,sdl,40+,99220.0,123327.163570911,24.296677656632735,0.9990650589744665,52.93011312056266
old_app_v6_p2007,l70000_sdl_a99220,l70000_sdl_a99220,17,0.5,sdl,40+,99220.0,53581.34561334689,45.99743437477636,0.9964801292644894,18.258570321751847
linear_plus_middle_trim,l70000_sdl_a99220,l70000_sdl_a99220,17,0.5,sdl,40+,99220.0,44482.91842846355,55.16738719163118,0.995761053225576,13.344875528539063
app_v4_reference,l70000_sdl_a99220,l70000_sdl_a99220,17,0.5,sdl,40+,99220.0,123327.163570911,24.296677656632735,,52.93011312056266
current_fixed_logic,l75000_sdl_70730,l75000_sdl_70730,16,0.7,sdl,40+,70730.0,75480.5280046932,6.716425851397147,0.999720175353227,32.395076396864035
old_app_v6_p2007,l75000_sdl_70730,l75000_sdl_70730,16,0.7,sdl,40+,70730.0,56583.81769202012,20.000257751986258,0.997783627512621,20.36994134487198
linear_plus_middle_trim,l75000_sdl_70730,l75000_sdl_70730,16,0.7,sdl,40+,70730.0,54719.13191267947,22.636601282794473,0.999188158370925,16.41573957380384
app_v4_reference,l75000_sdl_70730,l75000_sdl_70730,16,0.7,sdl,40+,70730.0,75480.5280046932,6.716425851397147,,32.395076396864035
current_fixed_logic,l8000_sdl_a8930,l8000_sdl_a8930,6,5.6,sdl,5-15,8930.0,10187.12288287844,14.077523884417028,0.9993073529676418,4.372155743724653
old_app_v6_p2007,l8000_sdl_a8930,l8000_sdl_a8930,6,5.6,sdl,5-15,8930.0,19143.693653603284,114.37506890933129,0.9919627417457363,2.313993277885355
linear_plus_middle_trim,l8000_sdl_a8930,l8000_sdl_a8930,6,5.6,sdl,5-15,8930.0,4175.2328059064985,53.24487339410416,0.9903032199899001,1.2525698417719493
app_v4_reference,l8000_sdl_a8930,l8000_sdl_a8930,6,5.6,sdl,5-15,8930.0,10187.12288287844,14.077523884417028,,4.372155743724653
current_fixed_logic,l95000_sdl_a93270,l95000_sdl_a93270,17,0.5,sdl,40+,93270.0,99457.77608341484,6.634261909954794,0.9993988628126599,42.68574080833255
old_app_v6_p2007,l95000_sdl_a93270,l95000_sdl_a93270,17,0.5,sdl,40+,93270.0,61539.59582110504,34.01994658399803,0.9916583530869385,24.108478502251213
linear_plus_middle_trim,l95000_sdl_a93270,l95000_sdl_a93270,17,0.5,sdl,40+,93270.0,51517.25480957998,44.76546069520749,0.9947682542388695,15.455176442873992
app_v4_reference,l95000_sdl_a93270,l95000_sdl_a93270,17,0.5,sdl,40+,93270.0,99457.77608341484,6.634261909954794,,42.68574080833255
