row,cell,Cell_Label,fluid_id,rpm,n_pts,A,B,fit_R2_D,pred_R2_T,MAE_Tpct,RMSE_Tpct,MAPE_pct
1,1,l1000_b_a_,r1_c1|l1000_b_a_,43.0,32,0.36102368354475256,0.250263428724078,0.9793345344172494,0.9793345344172494,1.2634703592554053,1.923020275828785,2.7514326119201153
1,2,l1000_sl_a1154,r1_c2|l1000_sl_a1154,43.0,31,0.3710292447100615,0.28358002512824915,0.9844247075570977,0.9844247075570977,1.182690849086674,1.7039760351727968,2.497387345336479
1,3,l2000_sdl_a3347,r1_c3|l2000_sdl_a3347,15.0,31,0.8622903491437666,0.6633055537077289,0.9902002805318398,0.9902002805318398,0.7904881294238039,1.0925721269002198,2.0953720791922805
1,4,l4000_sdl_a6611,r1_c4|l4000_sdl_a6611,8.0,30,1.5628860705523697,1.7538686345415648,0.9462013534362301,0.9462013534362301,2.0282149888206837,2.5194874349839798,4.914166657915945
1,5,l5000_b_a5856,r1_c5|l5000_b_a5856,9.0,27,1.382922403978359,1.0103789743870504,0.9935965729495214,0.9935965729495214,0.6835686608821893,0.8298196804875952,2.0267547715086685
1,6,l8000_sdl_a8930,r1_c6|l8000_sdl_a8930,5.6,28,2.2522266217481643,2.1096927498713374,0.9705459792531206,0.9705459792531206,1.4271362403183088,1.8364509639448328,3.666187996938249
2,7,l10000_sl_a11860,r2_c7|l10000_sl_a11860,4.2,31,3.384698712434589,1.9487819461590912,0.9943870192680927,0.9943870192680926,0.6698730248782132,0.9068770076006613,1.784883415548925
2,8,l12500_b_14590,r2_c8|l12500_b_14590,4.0,29,3.582870118921672,3.4166708898502565,0.9943725838811621,0.9943725838811621,0.7606322835159949,0.9063532092034123,1.829899422612584
2,9,l15000_sdl_a19000,r2_c9|l15000_sdl_a19000,2.6,22,5.583138077433291,2.740111533489,0.9710462533180314,0.9710462533180314,1.4533863932016853,1.9930898545752835,3.6002101214913864
2,10,l25000_sdl_a22730,r2_c10|l25000_sdl_a22730,2.2,24,6.585426420614354,5.353656992482371,0.9038349835779185,0.9038349835779186,3.0280090790305088,3.8338133948280806,6.583162662339824
2,11,l30000_b_a31870,r2_c11|l30000_b_a31870,1.7,23,8.424964843129745,5.377549011264032,0.966181810210562,0.966181810210562,1.640546940803408,2.153213881458953,3.9598540451298523
2,12,l45000_sdl_a40850,r2_c12|l45000_sdl_a40850,1.2,26,11.627286925288796,6.79048293072923,0.9827574474679918,0.9827574474679919,1.0634682079654607,1.524115342137792,2.8562272154937105
3,13,l55000_sdl_a48520,r3_c13|l55000_sdl_a48520,1.0,25,14.376919263697992,7.87456653223869,0.9890336633715865,0.9890336633715865,0.9209488353430422,1.2387673230445497,2.3650130695945695
3,14,l60000_sl_a37020,r3_c14|l60000_sl_a37020,1.4,31,8.269926711934854,8.41776448940348,0.9837490453011353,0.9837490453011354,0.9609640463075679,1.263534216251603,2.7555633042550824
3,15,160000_b_a69080,r3_c15|160000_b_a69080,0.8,28,18.815712442817212,15.97315079620985,0.947766445863864,0.947766445863864,2.2411584428474507,2.9535869516882567,4.87246765215385
3,16,l75000_sdl_70730,r3_c16|l75000_sdl_70730,0.7,23,19.92278007315834,17.036748105577807,0.9057697199703539,0.9057697199703539,2.917351534717657,3.6145873716434194,6.609256279086703
3,17,l95000_sdl_a93270,r3_c17|l95000_sdl_a93270,0.5,21,24.664525957894924,19.8684994781465,0.9878531716901717,0.9878531716901717,0.7922424713539992,1.0747011098056463,1.9567801590505574
3,18,l100000_sig_a124800,r3_c18|l100000_sig_a124800,0.4,17,41.458647328629155,-3.295498722469503,0.9306544523629657,0.9306544523629656,2.096553816369498,3.3443172741005003,4.10318598113499
