row,cell,Cell_Label,Z_Height_mm,RPM,Elapsed_Time_s,Torque_%,Rotational_Drag
2,7,1%sep_2.148,-65.7,23,15.03,39.66,1.724348
2,7,1%sep_2.148,-65.72,23,15.03,40.36,1.754783
2,7,1%sep_2.148,-65.74,23,15.02,40.35,1.754348
2,7,1%sep_2.148,-65.76,23,15.02,41.07,1.785652
2,7,1%sep_2.148,-65.78,23,15.02,41.43,1.801304
2,7,1%sep_2.148,-65.8,23,15.03,41.94,1.823478
2,7,1%sep_2.148,-65.82,23,15.02,42.24,1.836522
2,7,1%sep_2.148,-65.84,23,15.02,42.58,1.851304
2,7,1%sep_2.148,-65.86,23,15.02,42.85,1.863043
2,7,1%sep_2.148,-65.88,23,15.03,43.14,1.875652
2,7,1%sep_2.148,-65.9,23,15.02,43.6,1.895652
2,7,1%sep_2.148,-65.92,23,15.02,44.1,1.917391
2,7,1%sep_2.148,-65.94,23,15.02,44.39,1.93
2,7,1%sep_2.148,-65.96,23,15.02,44.76,1.946087
2,7,1%sep_2.148,-65.98,23,15.02,45.09,1.960435
2,7,1%sep_2.148,-66,23,15.03,45.41,1.974348
2,7,1%sep_2.148,-66.02,23,15.02,45.81,1.991739
2,7,1%sep_2.148,-66.04,23,15.03,46.11,2.004783
2,7,1%sep_2.148,-66.06,23,15.02,46.53,2.023043
2,7,1%sep_2.148,-66.08,23,15.02,46.86,2.037391
2,7,1%sep_2.148,-66.1,23,15.01,47.25,2.054348
2,7,1%sep_2.148,-66.12,23,15.01,47.6,2.069565
2,7,1%sep_2.148,-66.14,23,15.02,48.03,2.088261
2,7,1%sep_2.148,-66.16,23,15.05,48.36,2.102609
2,7,1%sep_2.148,-66.18,23,15.03,48.83,2.123043
2,7,1%sep_2.148,-66.2,23,15.02,49.34,2.145217
2,7,1%sep_2.148,-66.22,23,15.03,49.75,2.163043
2,7,1%sep_2.148,-66.24,23,15.03,50.33,2.188261
2,7,1%sep_2.148,-66.26,23,15.02,50.61,2.200435
2,7,1%sep_2.148,-66.28,23,15.03,51.25,2.228261
2,7,1%sep_2.148,-66.3,23,15.02,51.57,2.242174
2,7,1%sep_2.148,-66.32,23,15.03,52.21,2.27
2,7,1%sep_2.148,-66.34,23,15.02,52.58,2.286087
2,7,1%sep_2.148,-66.36,23,15.02,53.26,2.315652
2,7,1%sep_2.148,-66.38,23,15.02,53.75,2.336957
2,7,1%sep_2.148,-66.4,23,15.01,54.37,2.363913
2,7,1%sep_2.148,-66.42,23,15.03,54.97,2.39
2,7,1%sep_2.148,-66.44,23,15.02,55.59,2.416957
2,7,1%sep_2.148,-66.46,23,15.02,56.32,2.448696
2,7,1%sep_2.148,-66.48,23,15.03,56.97,2.476957
2,7,1%sep_2.148,-66.5,23,15.02,57.82,2.513913
2,8,1.5%sep_17.24,-65.52,2.9,25.02,43.79,15.1
2,8,1.5%sep_17.24,-65.54,2.9,15.02,44.47,15.334483
2,8,1.5%sep_17.24,-65.56,2.9,15.01,44.86,15.468966
2,8,1.5%sep_17.24,-65.58,2.9,15.02,45.29,15.617241
2,8,1.5%sep_17.24,-65.6,2.9,15.02,45.78,15.786207
2,8,1.5%sep_17.24,-65.62,2.9,15.02,46.29,15.962069
2,8,1.5%sep_17.24,-65.64,2.9,15.02,46.67,16.093103
2,8,1.5%sep_17.24,-65.66,2.9,15.01,46.99,16.203448
2,8,1.5%sep_17.24,-65.68,2.9,15.02,47.39,16.341379
2,8,1.5%sep_17.24,-65.7,2.9,15.01,47.68,16.441379
2,8,1.5%sep_17.24,-65.72,2.9,15.01,48.1,16.586207
2,8,1.5%sep_17.24,-65.74,2.9,15.01,48.39,16.686207
2,8,1.5%sep_17.24,-65.76,2.9,15.03,48.73,16.803448
2,8,1.5%sep_17.24,-65.78,2.9,15.02,48.97,16.886207
2,8,1.5%sep_17.24,-65.8,2.9,15.03,49.32,17.006897
2,8,1.5%sep_17.24,-65.82,2.9,15.03,49.59,17.1
2,8,1.5%sep_17.24,-65.84,2.9,15.02,49.91,17.210345
2,8,1.5%sep_17.24,-65.86,2.9,15.01,50.17,17.3
2,8,1.5%sep_17.24,-65.88,2.9,15.03,50.48,17.406897
2,8,1.5%sep_17.24,-65.9,2.9,15.02,50.81,17.52069
2,8,1.5%sep_17.24,-65.92,2.9,15.02,51.12,17.627586
2,8,1.5%sep_17.24,-65.94,2.9,15.02,51.47,17.748276
2,8,1.5%sep_17.24,-65.96,2.9,15.03,51.8,17.862069
2,8,1.5%sep_17.24,-65.98,2.9,15.02,52.03,17.941379
2,8,1.5%sep_17.24,-66,2.9,15.02,52.34,18.048276
2,8,1.5%sep_17.24,-66.02,2.9,15.02,52.59,18.134483
2,8,1.5%sep_17.24,-66.04,2.9,15.01,52.96,18.262069
2,8,1.5%sep_17.24,-66.06,2.9,15.02,53.18,18.337931
2,8,1.5%sep_17.24,-66.08,2.9,15.03,53.49,18.444828
2,8,1.5%sep_17.24,-66.1,2.9,15.04,53.73,18.527586
2,8,1.5%sep_17.24,-66.12,2.9,15.01,53.96,18.606897
2,8,1.5%sep_17.24,-66.14,2.9,15.02,54.47,18.782759
2,8,1.5%sep_17.24,-66.16,2.9,15.02,54.85,18.913793
2,8,1.5%sep_17.24,-66.18,2.9,15.03,55.18,19.027586
2,8,1.5%sep_17.24,-66.2,2.9,15.02,55.55,19.155172
2,8,1.5%sep_17.24,-66.22,2.9,15.03,55.73,19.217241
2,8,1.5%sep_17.24,-66.24,2.9,15.03,56.28,19.406897
2,8,1.5%sep_17.24,-66.26,2.9,15.03,56.54,19.496552
2,8,1.5%sep_17.24,-66.28,2.9,15.02,57.19,19.72069
2,8,1.5%sep_17.24,-66.3,2.9,15.02,57.55,19.844828
2,8,1.5%sep_17.24,-66.32,2.9,35.04,58.93,20.32069
2,8,1.5%sep_17.24,-66.34,2.9,35.05,61.02,21.041379
2,8,1.5%sep_17.24,-66.36,2.9,35.05,60.47,20.851724
2,9,2%sep_50.11,-65.44,1,35.04,49.93,49.93
2,9,2%sep_50.11,-65.46,1,15.02,51.39,51.39
2,9,2%sep_50.11,-65.48,1,15.02,51.97,51.97
2,9,2%sep_50.11,-65.5,1,15.01,52.34,52.34
2,9,2%sep_50.11,-65.52,1,15.01,53.16,53.16
2,9,2%sep_50.11,-65.54,1,15.02,53.71,53.71
2,9,2%sep_50.11,-65.56,1,15.03,53.96,53.96
2,9,2%sep_50.11,-65.58,1,15.01,54.45,54.45
2,9,2%sep_50.11,-65.6,1,15.01,55.06,55.06
2,9,2%sep_50.11,-65.62,1,15.02,55.28,55.28
2,9,2%sep_50.11,-65.64,1,15.02,55.55,55.55
2,9,2%sep_50.11,-65.66,1,15.02,56.13,56.13
2,9,2%sep_50.11,-65.68,1,15.02,56.6,56.6
2,9,2%sep_50.11,-65.7,1,15.02,56.62,56.62
2,9,2%sep_50.11,-65.72,1,15.02,56.95,56.95
2,9,2%sep_50.11,-65.74,1,15.03,57.32,57.32
2,9,2%sep_50.11,-65.76,1,15.02,57.19,57.19
2,9,2%sep_50.11,-65.78,1,15.01,56.93,56.93
2,9,2%sep_50.11,-65.8,1,15.01,57.12,57.12
2,9,2%sep_50.11,-65.82,1,15.02,57.22,57.22
2,9,2%sep_50.11,-65.84,1,15.02,57.05,57.05
2,9,2%sep_50.11,-65.86,1,15.02,57.32,57.32
2,9,2%sep_50.11,-65.88,1,15.02,58.01,58.01
2,9,2%sep_50.11,-65.9,1,15.03,58.32,58.32
2,9,2%sep_50.11,-65.92,1,15.01,58.51,58.51
2,9,2%sep_50.11,-65.94,1,15.02,59.08,59.08
2,9,2%sep_50.11,-65.96,1,15.02,59.69,59.69
2,9,2%sep_50.11,-65.98,1,15.03,59.85,59.85
2,9,2%sep_50.11,-66,1,15.02,60.08,60.08
2,9,2%sep_50.11,-66.02,1,15.02,60.66,60.66
2,9,2%sep_50.11,-66.04,1,15.03,61.08,61.08
2,9,2%sep_50.11,-66.06,1,15.02,61.15,61.15
2,9,2%sep_50.11,-66.08,1,15.03,61.52,61.52
2,9,2%sep_50.11,-66.1,1,15.03,62.02,62.02
2,9,2%sep_50.11,-66.12,1,15.02,62.29,62.29
2,9,2%sep_50.11,-66.14,1,15.02,62.42,62.42
2,9,2%sep_50.11,-66.16,1,15.02,62.96,62.96
2,9,2%sep_50.11,-66.18,1,15.02,63.37,63.37
2,9,2%sep_50.11,-66.2,1,15.03,63.59,63.59
2,9,2%sep_50.11,-66.22,1,15.02,63.84,63.84
2,9,2%sep_50.11,-66.24,1,15.02,64.42,64.42
2,9,2%sep_50.11,-66.26,1,15.02,64.69,64.69
2,9,2%sep_50.11,-66.28,1,15.02,64.98,64.98
2,9,2%sep_50.11,-66.3,1,15.02,65.43,65.43
2,9,2%sep_50.11,-66.32,1,20.08,65.94,65.94
2,9,2%sep_50.11,-66.34,1,15.02,66.13,66.13
2,9,2%sep_50.11,-66.36,1,35.04,67.39,67.39
2,9,2%sep_50.11,-66.38,1,20.08,68.33,68.33
2,9,2%sep_50.11,-66.4,1,35.06,68.78,68.78
1,3,2%,-65.42,1,28.02,46.45,46.45
1,3,2%,-65.44,1,12.01,47.45,47.45
1,3,2%,-65.46,1,12.01,48.08,48.08
1,3,2%,-65.48,1,12.01,48.89,48.89
1,3,2%,-65.5,1,12.02,49.71,49.71
1,3,2%,-65.52,1,12.03,50.2,50.2
1,3,2%,-65.54,1,12.02,50.5,50.5
1,3,2%,-65.56,1,12.02,51.01,51.01
1,3,2%,-65.58,1,12.02,51.62,51.62
1,3,2%,-65.6,1,12.03,52.1,52.1
1,3,2%,-65.62,1,12.01,52.34,52.34
1,3,2%,-65.64,1,12.02,52.66,52.66
1,3,2%,-65.66,1,12.02,53.18,53.18
1,3,2%,-65.68,1,12.01,53.69,53.69
1,3,2%,-65.7,1,12.01,53.91,53.91
1,3,2%,-65.72,1,12.01,54.23,54.23
1,3,2%,-65.74,1,12.01,54.66,54.66
1,3,2%,-65.76,1,12.01,55.17,55.17
1,3,2%,-65.78,1,12.01,55.46,55.46
1,3,2%,-65.8,1,12.01,55.74,55.74
1,3,2%,-65.82,1,12.01,56.15,56.15
1,3,2%,-65.84,1,12.03,56.69,56.69
1,3,2%,-65.86,1,12.03,56.97,56.97
1,3,2%,-65.88,1,12.01,57.24,57.24
1,3,2%,-65.9,1,12.01,57.62,57.62
1,3,2%,-65.92,1,12.01,58.23,58.23
1,3,2%,-65.94,1,12.01,58.56,58.56
1,3,2%,-65.96,1,12.01,58.79,58.79
1,3,2%,-65.98,1,12.01,59.1,59.1
1,3,2%,-66,1,12.01,59.65,59.65
1,3,2%,-66.02,1,12.03,60.05,60.05
1,3,2%,-66.04,1,12.02,60.35,60.35
1,3,2%,-66.06,1,12.02,60.59,60.59
1,3,2%,-66.08,1,12.02,61.06,61.06
1,3,2%,-66.1,1,20.01,66.03,66.03
1,3,2%,-66.12,1,12.02,67.71,67.71
1,3,2%,-66.14,1,24.07,64.62,64.62
1,4,1.50%,-65.48,2.9,12.01,40.99,14.134483
1,4,1.50%,-65.5,2.9,12.02,42.99,14.824138
1,4,1.50%,-65.52,2.9,12.02,43.67,15.058621
1,4,1.50%,-65.54,2.9,16.07,44.17,15.231034
1,4,1.50%,-65.56,2.9,20.09,44.74,15.427586
1,4,1.50%,-65.58,2.9,16.05,45.03,15.527586
1,4,1.50%,-65.6,2.9,20.02,45.5,15.689655
1,4,1.50%,-65.62,2.9,16.06,45.77,15.782759
1,4,1.50%,-65.64,2.9,20,46.29,15.962069
1,4,1.50%,-65.66,2.9,16.06,46.59,16.065517
1,4,1.50%,-65.68,2.9,12.01,47.38,16.337931
1,4,1.50%,-65.7,2.9,12.01,48.1,16.586207
1,4,1.50%,-65.72,2.9,12.02,48.07,16.575862
1,4,1.50%,-65.74,2.9,12.01,48.71,16.796552
1,4,1.50%,-65.76,2.9,12.01,49.47,17.058621
1,4,1.50%,-65.78,2.9,12.01,49.44,17.048276
1,4,1.50%,-65.8,2.9,12.02,49.91,17.210345
1,4,1.50%,-65.82,2.9,12.01,50.69,17.47931
1,4,1.50%,-65.84,2.9,12.01,50.73,17.493103
1,4,1.50%,-65.86,2.9,16.06,50.82,17.524138
1,4,1.50%,-65.88,2.9,12.01,51.56,17.77931
1,4,1.50%,-65.9,2.9,12.01,52.05,17.948276
1,4,1.50%,-65.92,2.9,12.02,51.93,17.906897
1,4,1.50%,-65.94,2.9,12.01,52.4,18.068966
1,4,1.50%,-65.96,2.9,12.02,53.08,18.303448
1,4,1.50%,-65.98,2.9,12.01,52.96,18.262069
1,4,1.50%,-66,2.9,12.01,53.34,18.393103
1,4,1.50%,-66.02,2.9,12.01,54.02,18.627586
1,4,1.50%,-66.04,2.9,12.01,54.03,18.631034
1,4,1.50%,-66.06,2.9,12.01,54.35,18.741379
1,4,1.50%,-66.08,2.9,12.01,55.25,19.051724
1,4,1.50%,-66.1,2.9,12.01,55.25,19.051724
1,4,1.50%,-66.12,2.9,36.02,56.95,19.637931
1,4,1.50%,-66.14,2.9,32.06,59.89,20.651724
1,5,1%,-65.48,23,12.01,40.34,1.753913
1,5,1%,-65.5,23,12.01,40.5,1.76087
1,5,1%,-65.52,23,12.01,40.65,1.767391
1,5,1%,-65.54,23,12.02,41.06,1.785217
1,5,1%,-65.56,23,12.01,41.6,1.808696
1,5,1%,-65.58,23,12.01,41.87,1.820435
1,5,1%,-65.6,23,12.02,42.32,1.84
1,5,1%,-65.62,23,12.01,42.71,1.856957
1,5,1%,-65.64,23,12.01,43.22,1.87913
1,5,1%,-65.66,23,12.01,43.54,1.893043
1,5,1%,-65.68,23,12.03,44.15,1.919565
1,5,1%,-65.7,23,12.02,44.62,1.94
1,5,1%,-65.72,23,12.02,45.04,1.958261
1,5,1%,-65.74,23,12.01,45.38,1.973043
1,5,1%,-65.76,23,12.02,45.88,1.994783
1,5,1%,-65.78,23,12.02,46.17,2.007391
1,5,1%,-65.8,23,12.02,46.69,2.03
1,5,1%,-65.82,23,12.03,47.03,2.044783
1,5,1%,-65.84,23,12.02,47.46,2.063478
1,5,1%,-65.86,23,12.02,47.88,2.081739
1,5,1%,-65.88,23,12.03,48.3,2.1
1,5,1%,-65.9,23,12.04,48.76,2.12
1,5,1%,-65.92,23,12.02,49.23,2.140435
1,5,1%,-65.94,23,12.02,49.62,2.157391
1,5,1%,-65.96,23,12.02,50.16,2.18087
1,5,1%,-65.98,23,12.03,50.53,2.196957
1,5,1%,-66,23,12.03,51.09,2.221304
1,5,1%,-66.02,23,12.02,51.57,2.242174
1,5,1%,-66.04,23,12.03,52.1,2.265217
1,5,1%,-66.06,23,12.02,52.62,2.287826
1,5,1%,-66.08,23,12.02,53.24,2.314783
1,5,1%,-66.1,23,12.02,53.84,2.34087
1,5,1%,-66.12,23,36.05,58.57,2.546522
1,5,1%,-66.14,23,36.05,59.27,2.576957
1,5,1%,-66.16,23,28.04,59.86,2.602609
2,7,Sep2%,-65.7,0.5,35.04,40.14,80.28
2,7,Sep2%,-65.7,1,15.02,46.45,46.45
2,7,Sep2%,-65.7,1.5,25.04,51.79,34.526667
2,7,Sep2%,-65.7,2,15.03,54.38,27.19
2,7,Sep2%,-65.72,0.5,20.07,42.21,84.42
2,7,Sep2%,-65.72,1,15.02,48.63,48.63
2,7,Sep2%,-65.72,1.5,15.01,51.93,34.62
2,7,Sep2%,-65.72,2,15.01,56.09,28.045
2,7,Sep2%,-65.74,0.5,15.02,42.21,84.42
2,7,Sep2%,-65.74,1,15.02,48.41,48.41
2,7,Sep2%,-65.74,1.5,20.07,53.69,35.793333
2,7,Sep2%,-65.74,2,15.01,56.03,28.015
2,7,Sep2%,-65.76,0.5,20.07,43.43,86.86
2,7,Sep2%,-65.76,1,15.01,50.02,50.02
2,7,Sep2%,-65.76,1.5,15.01,53.23,35.486667
2,7,Sep2%,-65.76,2,15.02,57.54,28.77
2,7,Sep2%,-65.78,0.5,15.02,43.09,86.18
2,7,Sep2%,-65.78,1,15.01,49.47,49.47
2,7,Sep2%,-65.78,1.5,20.06,54.97,36.646667
2,7,Sep2%,-65.78,2,15.02,57.28,28.64
2,7,Sep2%,-65.8,0.5,20.08,44.35,88.7
2,7,Sep2%,-65.8,1,15.02,51.12,51.12
2,7,Sep2%,-65.8,1.5,15.02,54.43,36.286667
2,7,Sep2%,-65.8,2,15.02,58.78,29.39
2,7,Sep2%,-65.82,0.5,15.02,44.05,88.1
2,7,Sep2%,-65.82,1,15.01,50.71,50.71
2,7,Sep2%,-65.82,1.5,20.07,56.25,37.5
2,7,Sep2%,-65.82,2,15.01,58.6,29.3
2,7,Sep2%,-65.84,0.5,20.06,45.17,90.34
2,7,Sep2%,-65.84,1,15.03,52.04,52.04
2,7,Sep2%,-65.84,1.5,15.01,55.47,36.98
2,7,Sep2%,-65.84,2,15.01,59.87,29.935
2,7,Sep2%,-65.86,0.5,15.01,44.62,89.24
2,7,Sep2%,-65.86,1,15.02,51.35,51.35
2,7,Sep2%,-65.86,1.5,20.06,56.95,37.966667
2,7,Sep2%,-65.86,2,15.01,59.37,29.685
2,7,Sep2%,-65.88,0.5,20.06,45.68,91.36
2,7,Sep2%,-65.88,1,15.01,52.62,52.62
2,7,Sep2%,-65.88,1.5,15.02,56.13,37.42
2,7,Sep2%,-65.88,2,15.02,60.56,30.28
2,7,Sep2%,-65.9,0.5,15.01,45.06,90.12
2,7,Sep2%,-65.9,1,15.02,51.96,51.96
2,7,Sep2%,-65.9,1.5,15.01,57.7,38.466667
2,7,Sep2%,-65.9,2,20.05,60.26,30.13
